1,4280
2,4280
3,4124
4,4124
5,4059
6,4059
7,4027
8,4027
9,4018
10,3973
11,3973
12,4018
13,4018
14,4010
15,4010
16,3999
17,3999
18,4003
19,4003
20,3972
21,3970
22,3970
23,4001
24,4001
25,3995
26,3995
27,4328
28,4296
29,4338
30,4306
31,4360
32,4345
33,4069
34,4399
35,4347
36,4306
37,4346
38,4260
39,4338
40,4293
41,4378
42,4346
43,4328
44,4314
45,4382
46,4372
47,4347
48,4296
49,4358
50,4313
51,4341
52,4358
53,4400
54,4347
55,4302
56,4313
57,4395
58,4414
59,4438
60,4447
61,4418
62,4464
63,4432
64,4411
65,4429
66,4442
67,4441
68,4335
69,4467
70,4427
71,4444
72,4432
73,4406
74,4436
75,4444
76,4401
77,4434
78,4393
79,4420
80,4441
81,4485
82,4465
83,4441
84,4518
85,4467
86,4443
87,4448
88,4406
89,4428
90,4452
91,4483
92,4468
93,4420
94,4434
95,4439
96,4408
97,4388
98,4462
99,4406
100,4432
101,4437
102,4457
103,4407
104,4442
105,4402
106,4430
107,4402
108,4404
109,4475
110,4514
111,4422
112,4425
113,4458
114,4408
115,4417
116,4489
117,4472
118,4417
119,4437
120,4485
121,4441
122,4394
123,4466
124,4430
125,4437
126,4441
127,4459
128,4441
129,4450
130,4454
131,4439
132,4459
133,4417
134,4374
135,4467
136,4436
137,4437
138,4454
139,4253
140,4309
141,4283
142,4345
143,4349
144,4368
145,4373
146,4318
147,4299
148,4338
149,4280
150,4330
151,4346
152,4344
153,4342
154,4325
155,4368
156,4333
157,4343
158,4326
159,4359
160,4063
161,4299
162,4301
163,4388
164,4372
165,4381
166,4375
167,4318
168,4336
169,4370
170,4299
171,4356
172,4310
173,4315
174,4410
175,4444
176,4330
177,4311
178,4361
179,4314
180,4305
181,4313
182,4353
183,4381
184,4365
185,4374
186,4343
187,4318
188,4343
189,4284
190,4285
191,4314
192,4311
193,4382
194,4332
195,4294
196,4336
197,4326
198,4311
199,4339
200,4389
201,4326
202,4451
203,4473
204,4426
205,4427
206,4408
207,4378
208,4438
209,4429
210,4461
211,4394
212,4219
213,4420
214,4454
215,4456
216,4440
217,4439
218,4443
219,4444
220,4432
221,4448
222,4403
223,4503
224,4424
225,4434
226,4382
227,4494
228,4408
229,4450
230,4466
231,4414
232,4437
233,4414
234,4446
235,4432
236,4415
237,4429
238,4396
239,4485
240,4468
241,4485
242,4438
243,4413
244,4437
245,4398
246,4471
247,4454
248,4400
249,4463
250,4491
251,4462
252,4449
253,4462
254,4434
255,4502
256,4431
257,4417
258,4458
259,4389
260,4414
261,4399
262,4433
263,4286
264,4459
265,4436
266,4430
267,4444
268,4393
269,4440
270,4463
271,4470
272,4477
273,4467
274,4412
275,4416
276,4371
277,4429
278,4456
279,4466
280,4514
281,4395
282,4469
283,4450
284,4393
285,4434
286,4434
287,4430
288,4483
289,4431
290,4447
291,4439
292,4384
293,4448
294,4472
295,4494
296,4438
297,4412
298,4461
299,4377
300,4458
301,4455
302,4443
303,4452
304,4335
305,4306
306,4318
307,4317
308,4355
309,4319
310,4365
311,4304
312,4342
313,4397
314,4331
315,4360
316,4359
317,4356
318,4303
319,4255
320,4330
321,4335
322,4369
323,4311
324,4337
325,4315
326,4274
327,4334
328,4341
329,4332
330,4357
331,4290
332,4319
333,4329
334,4378
335,4367
336,4062
337,4262
338,4363
339,4284
340,4328
341,4366
342,4342
343,4430
344,4326
345,4364
346,4310
347,4334
348,4323
349,4330
350,4336
351,4381
352,4302
353,4354
354,4372
355,4319
356,4306
357,4319
358,4345
359,4354
360,4297
361,4336
362,4107
363,4357
364,4303
365,4381
366,4339
367,4297
368,4311
369,4340
370,4383
371,4313
372,4285
373,4329
374,4301
375,4358
376,4353
377,4324
378,4327
379,4359
380,4326
381,4333
382,4292
383,4323
384,4330
385,4315
386,4319
387,4281
388,4325
389,4323
390,4346
391,4324
392,4100
393,4355
394,4301
395,4339
396,4331
397,4379
398,4417
399,4467
400,4455
401,4464
402,4447
403,4359
404,4412
405,4478
406,4396
407,4426
408,4380
409,4445
410,4401
411,4459
412,4381
413,4417
414,4447
415,4469
416,4464
417,4428
418,4419
419,4462
420,4422
421,4482
422,4411
423,4429
424,4484
425,4485
426,4418
427,4450
428,4383
429,4461
430,4422
431,4427
432,4407
433,4477
434,4440
435,4474
436,4406
437,4423
438,4379
439,4420
440,4450
441,4418
442,4416
443,4440
444,4475
445,4427
446,4414
447,4471
448,4437
449,4442
450,4382
451,4376
452,4457
453,4457
454,4461
455,4446
456,4391
457,4491
458,4469
459,4424
460,4453
461,4405
462,4437
463,4450
464,4425
465,4437
466,4262
467,4448
468,4424
469,4454
470,4427
471,4438
472,4371
473,4440
474,4528
475,4478
476,4376
477,4495
478,4447
479,4438
480,4450
481,4383
482,4528
483,4462
484,4451
485,4447
486,4428
487,4468
488,4503
489,4479
490,4506
491,4152
492,4342
493,4327
494,4346
495,4385
496,4282
497,4294
498,4311
499,4355
500,4368
501,4342
502,4063
503,4418
504,4336
505,4335
506,4333
507,4313
508,4279
509,4373
510,4337
511,4357
512,4314
513,4329
514,4282
515,4331
516,4379
517,4382
518,4339
519,4356
520,4319
521,4302
522,4325
523,4372
524,4363
525,4330
526,4350
527,4215
528,4329
529,4336
530,4318
531,4305
532,4282
533,4322
534,4375
535,4364
536,4347
537,4349
538,4354
539,4376
540,4305
541,4350
542,4333
543,4336
544,4378
545,4356
546,4404
547,4164
548,4352
549,4329
550,4306
551,4413
552,4321
553,4296
554,4302
555,4389
556,4365
557,4364
558,4333
559,4374
560,4352
561,4356
562,4352
563,4307
564,4368
565,4334
566,4331
567,4357
568,4303
569,4318
570,4282
571,4368
572,4355
573,4320
574,4342
575,4310
576,4302
577,4367
578,4276
579,4313
580,4357
581,4352
582,4312
583,4273
584,4328
585,4359
586,4416
587,4470
588,4414
589,4449
590,4482
591,4431
592,4476
593,4428
594,4417
595,4421
596,4378
597,4452
598,4485
599,4483
600,4417
601,4424
602,4435
603,4449
604,4444
605,4453
606,4425
607,4409
608,4496
609,4435
610,4461
611,4367
612,4418
613,4417
614,4458
615,4463
616,4430
617,4433
618,4500
619,4451
620,4520
621,4399
622,4395
623,4417
624,4480
625,4482
626,4490
627,4437
628,4465
629,4486
630,4441
631,4452
632,4464
633,4229
634,4466
635,4399
636,4482
637,4417
638,4400
639,4395
640,4472
641,4462
642,4498
643,4400
644,4383
645,4386
646,4430
647,4482
648,4487
649,4446
650,4452
651,4416
652,4453
653,4414
654,4378
655,4432
656,4467
657,4489
658,4476
659,4493
660,4421
661,4367
662,4307
663,4311
664,4338
665,4374
666,4318
667,4353
668,4352
669,4353
670,4344
671,4101
672,4342
673,4325
674,4423
675,4372
676,4316
677,4403
678,4373
679,4315
680,4337
681,4308
682,4343
683,4272
684,4357
685,4324
686,4333
687,4394
688,4354
689,4298
690,4309
691,4328
692,4342
693,4314
694,4401
695,4395
696,4400
697,4327
698,4384
699,4314
700,4329
701,4291
702,4296
703,4308
704,4380
705,4372
706,4211
707,4350
708,4365
709,4348
710,4349
711,4293
712,4329
713,4307
714,4328
715,4345
716,4280
717,4329
718,4335
719,4323
720,4348
721,4369
722,4292
723,4336
724,4301
725,4315
726,4366
727,4344
728,4324
729,4238
730,4400
731,4301
732,4357
733,4287
734,4368
735,4363
736,4367
737,4318
738,4363
739,4283
740,4360
741,4279
742,4313
743,4349
744,4350
745,4369
746,4339
747,4461
748,4431
749,4433
750,4414
751,4484
752,4421
753,4427
754,4450
755,4433
756,4468
757,4444
758,4440
759,4499
760,4453
761,4439
762,4397
763,4494
764,4413
765,4454
766,4397
767,4478
768,4480
769,4467
770,4434
771,4390
772,4433
773,4428
774,4413
775,4451
776,4480
777,4345
778,4403
779,4482
780,4420
781,4397
782,4403
783,4450
784,4432
785,4453
786,4464
787,4428
788,4406
789,4494
790,4462
791,4472
792,4427
793,4465
794,4472
795,4466
796,4511
797,4475
798,4417
799,4459
800,4433
801,4432
802,4338
803,4428
804,4420
805,4406
806,4398
807,4457
808,4317
809,4490
810,4432
811,4481
812,4430
813,4417
814,4418
815,4440
816,4451
817,4425
818,4381
819,4477
820,4445
821,4397
822,4464
823,4409
824,4437
825,4446
826,4467
827,4441
828,4440
829,4430
830,4460
831,4468
832,4411
833,4435
834,4450
835,4418
836,4418
837,4461
838,4425
839,4430
840,4438
