current,R,G,B
0.058333,0.220,0.439,0.659
0.063916,0.220,0.886,0.659
0.068848,0.773,0.439,1.000
0.069123,0.773,0.439,1.000
0.065044,0.220,0.886,0.659
0.060941,0.220,0.439,0.659
0.067802,0.220,0.886,1.000
0.068602,0.773,0.439,1.000
0.073773,0.773,0.886,1.000
0.064805,0.773,0.439,0.659
0.067540,0.220,0.886,1.000
0.064158,0.220,0.886,0.659
0.058542,0.220,0.439,0.659
0.069508,0.773,0.886,0.659
0.064735,0.220,0.886,0.659
