current,R,G,B
0.002266,0.396,0.639,0
0.003837,0,0.396,0.639
0.002046,0.396,0.396,0
0.001566,0,0.396,0
0.007646,0.396,0.396,0.639
0.007436,0.396,0.396,0.639
0.012352,0.639,0.396,0.639
0.003431,0.396,0.396,0.396
0.001760,0,0,0.639
0.011944,0.396,0.639,0.639
0.006972,0.396,0.396,0.639
0.002349,0.396,0.639,0
0.001822,0.396,0,0.396
0.001486,0,0.396,0
0.012953,0.639,0.396,0.639
0.003634,0,0.396,0.639
0.039357,0.639,0.639,0.639
0.003714,0.396,0.396,0.396
0.002058,0.639,0,0
0.007038,0.396,0.396,0.639
0.001460,0.396,0,0
0.007422,0.639,0.396,0.396
0.005929,0.396,0.639,0.396
0.006847,0.639,0.396,0.396
0.005937,0.396,0.639,0.396
0.002365,0.639,0.396,0
0.002360,0.639,0.396,0
0.002310,0,0.396,0.396
0.001972,0.396,0.396,0
0.013061,0.639,0.396,0.639
0.001415,0.396,0,0
0.002126,0.396,0.639,0
0.001644,0,0.396,0
0.001522,0,0,0.396
0.002202,0.396,0.639,0
0.002450,0.396,0.639,0
0.001706,0,0,0.639
0.020369,0.639,0.639,0.396
0.003354,0.396,0.396,0.396
0.001796,0.639,0,0
0.002225,0.396,0.639,0
0.002181,0.396,0.639,0
0.001685,0,0.396,0
0.002589,0.639,0,0.396
0.002137,0.639,0.396,0
0.003680,0.396,0.396,0.396
0.002642,0.396,0.639,0
0.005791,0,0.639,0.639
0.001992,0.396,0,0.396
0.005527,0,0.639,0.639
0.002746,0.396,0,0.639
0.003834,0.639,0.639,0
0.001960,0.396,0,0.396
0.011660,0.396,0.639,0.639
0.004123,0.396,0.396,0.396
0.003282,0,0.639,0.396
0.008556,0.396,0.396,0.639
0.004442,0,0.396,0.639
0.004151,0,0.639,0.396
0.003410,0.396,0.396,0.396
0.003306,0.396,0.396,0.396
0.001663,0.396,0,0.396
0.002337,0.396,0.639,0
0.002016,0.639,0,0
0.003550,0.396,0.396,0.396
0.001557,0.396,0,0
0.013347,0.396,0.639,0.639
0.007568,0.396,0.396,0.639
0.003599,0.396,0.396,0.396
0.002244,0.639,0.396,0
0.006778,0.639,0.396,0.396
0.022197,0.639,0.639,0.396
0.001856,0.639,0,0
0.003793,0.639,0,0.639
0.004458,0.639,0.639,0
0.001629,0.396,0,0
0.002297,0.639,0.396,0
0.014552,0.396,0.639,0.639
0.005099,0.639,0.639,0
0.002596,0.639,0,0.396
0.001562,0,0,0.396
0.007910,0.396,0.396,0.639
0.021317,0.639,0.639,0.396
0.038137,0.639,0.639,0.639
0.002528,0.639,0.396,0
0.001458,0,0,0
0.014394,0.639,0.396,0.639
0.001934,0.396,0,0.396
0.002550,0.396,0,0.639
0.002619,0.639,0,0.396
0.001957,0.396,0,0.396
0.001648,0.639,0,0
0.001372,0,0,0
0.001855,0.396,0,0.396
0.037901,0.639,0.639,0.639
0.002183,0.639,0.396,0
0.001839,0.639,0,0
0.023499,0.639,0.639,0.396
0.001483,0,0.396,0
0.006812,0.396,0.639,0.396
0.001297,0,0,0
0.002507,0.639,0,0.396
0.001429,0,0,0
0.003690,0.639,0,0.639
0.021238,0.639,0.639,0.396
0.003754,0.396,0.396,0.396
0.001704,0.639,0,0
0.002519,0.396,0.639,0
0.005679,0,0.639,0.639
0.004341,0.639,0.639,0
0.002541,0.639,0,0.396
0.007991,0.396,0.396,0.639
0.018188,0.639,0.639,0.396
0.001353,0,0,0
0.039547,0.639,0.639,0.639
0.001166,0,0,0
0.001495,0.396,0,0
0.001491,0.396,0,0
0.003219,0,0.396,0.396
0.003933,0.639,0.639,0
0.004317,0.639,0.639,0
0.021141,0.639,0.639,0.396
0.006575,0.396,0.396,0.639
0.001686,0.639,0,0
0.003142,0.396,0.396,0.396
0.005736,0,0.639,0.639
0.001388,0,0,0
0.004126,0.639,0,0.639
0.013183,0.639,0.396,0.639
0.002730,0,0.396,0.396
0.007322,0.396,0.396,0.639
0.001550,0,0.396,0
0.001732,0.396,0.396,0
0.001510,0,0.396,0
0.002516,0.396,0,0.639
0.002423,0.639,0,0.396
0.003490,0,0.396,0.639
0.003712,0,0.396,0.639
0.003456,0,0.396,0.639
0.001981,0.396,0.396,0
0.005574,0.396,0.639,0.396
0.004572,0,0.396,0.639
0.006767,0.396,0.396,0.639
0.001706,0,0,0.639
0.002219,0.639,0.396,0
0.002750,0,0.396,0.396
0.001973,0.396,0,0.396
0.005792,0,0.639,0.639
0.001569,0,0,0.396
0.007382,0.639,0.396,0.396
0.001742,0.639,0,0
0.002814,0,0.396,0.396
0.001626,0.396,0,0
0.004584,0.639,0.639,0
0.001463,0,0,0.396
0.002295,0.396,0.639,0
0.002471,0,0.396,0.396
0.002925,0.639,0,0.396
0.001938,0.396,0.396,0
0.001837,0.396,0.396,0
0.004528,0.639,0.639,0
0.007299,0.396,0.396,0.639
0.006626,0.639,0.396,0.396
0.001673,0.639,0,0
0.002863,0.639,0,0.396
0.003011,0.396,0,0.639
0.001601,0,0,0.396
0.006676,0.639,0.396,0.396
0.002306,0.396,0.639,0
0.008691,0,0.639,0.639
0.002070,0.396,0,0.396
0.013051,0.396,0.639,0.639
0.020522,0.639,0.639,0.396
0.002289,0.639,0.396,0
0.001915,0.396,0,0.396
0.022625,0.639,0.639,0.396
0.003782,0.639,0,0.639
0.002469,0.396,0,0.639
0.002543,0.396,0,0.639
0.002464,0.396,0.639,0
0.007440,0.396,0.396,0.639
0.003517,0.396,0.396,0.396
0.007437,0.396,0.396,0.639
0.002776,0.396,0,0.639
0.007479,0.396,0.396,0.639
0.002592,0.396,0,0.639
0.001982,0.396,0,0.396
0.001762,0.396,0.396,0
0.002474,0.396,0,0.639
0.006905,0.639,0.396,0.396
0.001666,0.639,0,0
0.001627,0,0.396,0
0.015299,0.639,0.396,0.639
0.006619,0.396,0.639,0.396
0.002409,0.396,0,0.639
0.001805,0.639,0,0
0.007570,0.396,0.396,0.639
0.004139,0,0.396,0.639
0.001769,0,0,0.639
0.007892,0.396,0.396,0.639
0.005529,0.396,0.639,0.396
0.003231,0.396,0.396,0.396
0.007727,0.396,0.396,0.639
0.002414,0.396,0.639,0
0.002565,0.639,0,0.396
0.001875,0.396,0,0.396
0.003433,0.639,0,0.639
0.002546,0.639,0,0.396
0.012193,0.396,0.639,0.639
0.002314,0.396,0.639,0
0.014528,0.639,0.396,0.639
0.006472,0.396,0.639,0.396
0.012464,0.396,0.639,0.639
0.007706,0.396,0.396,0.639
0.002434,0.396,0,0.639
0.012897,0.396,0.639,0.639
0.002137,0.396,0.639,0
0.004351,0.639,0.639,0
0.007721,0.396,0.396,0.639
0.001787,0.639,0,0
0.004234,0,0.639,0.396
0.002583,0.396,0,0.639
0.003849,0,0.396,0.639
0.044195,0.639,0.639,0.639
0.002318,0.639,0.396,0
0.039108,0.639,0.639,0.639
0.002444,0.396,0.639,0
0.001572,0.396,0,0
0.001806,0.639,0,0
0.020892,0.639,0.639,0.396
0.001914,0.396,0,0.396
0.003954,0.639,0,0.639
0.001633,0.396,0,0
0.003524,0.396,0.396,0.396
0.002549,0.396,0,0.639
0.001821,0.639,0,0
0.002393,0.396,0.639,0
0.007552,0.396,0.396,0.639
0.011532,0.396,0.639,0.639
0.006121,0,0.639,0.639
0.023027,0.639,0.639,0.396
0.024887,0.639,0.639,0.396
0.006812,0.396,0.639,0.396
0.002394,0.639,0,0.396
0.002373,0.639,0,0.396
0.001979,0.396,0.396,0
0.002195,0.639,0.396,0
0.006167,0.396,0.639,0.396
0.003808,0.396,0.396,0.396
0.004135,0.396,0.396,0.396
0.001481,0.396,0,0
0.042796,0.639,0.639,0.639
0.001393,0,0,0.396
0.001927,0.396,0.396,0
0.003130,0.639,0,0.396
0.002353,0.396,0.396,0
0.022566,0.639,0.639,0.396
0.001538,0.396,0,0
0.001988,0.396,0.639,0
0.003599,0.639,0,0.639
0.007160,0.639,0.396,0.396
0.001583,0,0.396,0
0.014572,0.639,0.396,0.639
0.039960,0.639,0.639,0.639
0.002440,0.639,0.396,0
0.002541,0.396,0,0.639
0.005855,0.396,0.639,0.396
0.001519,0,0.396,0
0.012670,0.396,0.639,0.639
0.001452,0,0.396,0
0.012449,0.396,0.639,0.639
0.005871,0.396,0.639,0.396
0.013189,0.639,0.396,0.639
0.020215,0.639,0.639,0.396
0.001936,0.396,0,0.396
0.002189,0.396,0.639,0
0.003909,0.639,0,0.639
0.002896,0,0.396,0.396
0.004160,0.639,0.639,0
0.001893,0.396,0,0.396
0.003776,0.396,0.396,0.396
0.002563,0,0.396,0.396
0.002320,0.396,0.639,0
0.001540,0.396,0,0
0.007118,0.639,0.396,0.396
0.008510,0.396,0.396,0.639
0.006344,0.639,0.396,0.396
0.001647,0,0,0.639
0.006519,0,0.639,0.639
0.025640,0.639,0.639,0.396
0.005767,0,0.639,0.639
0.002470,0.396,0,0.639
0.003399,0.639,0,0.639
0.004179,0,0.639,0.396
0.001601,0.396,0,0
0.003527,0.396,0.396,0.396
0.006335,0.396,0.639,0.396
0.003163,0.396,0.396,0.396
0.002173,0.639,0.396,0
0.001872,0.396,0,0.396
0.007713,0.639,0.396,0.396
0.012433,0.396,0.639,0.639
0.003973,0,0.396,0.639
0.002625,0,0.396,0.396
0.002580,0.396,0.639,0
0.021823,0.639,0.639,0.396
0.012164,0.396,0.639,0.639
0.001379,0.396,0,0
0.002686,0.639,0,0.396
0.001725,0,0.639,0
0.007375,0.639,0.396,0.396
0.002311,0.639,0,0.396
0.007933,0.396,0.396,0.639
0.013443,0.639,0.396,0.639
0.006531,0.396,0.639,0.396
0.002628,0,0.396,0.396
0.002411,0.639,0.396,0
0.002545,0.639,0,0.396
0.004610,0,0.639,0.396
0.024086,0.639,0.639,0.396
0.003705,0.639,0,0.639
0.021220,0.639,0.639,0.396
0.003784,0.639,0,0.639
0.003600,0.639,0,0.639
0.001719,0.639,0,0
0.002168,0.639,0.396,0
0.004291,0.639,0.639,0
0.001594,0.396,0,0
0.003981,0.639,0.639,0
0.002658,0.396,0,0.639
0.004114,0.639,0.639,0
0.002652,0.639,0,0.396
0.004152,0,0.639,0.396
0.008233,0.639,0.396,0.396
0.014873,0.639,0.396,0.639
0.039746,0.639,0.639,0.639
0.001549,0,0.396,0
0.002246,0.639,0.396,0
0.021253,0.639,0.639,0.396
0.027102,0.639,0.639,0.396
0.004727,0,0.639,0.396
0.007874,0.396,0.396,0.639
0.004106,0.639,0.639,0
0.002711,0.639,0.396,0
0.006890,0.639,0.396,0.396
0.001796,0,0,0.639
0.001881,0.396,0,0.396
0.003886,0,0.396,0.639
0.001784,0.396,0.396,0
0.001347,0.396,0,0
0.001784,0.639,0,0
0.002440,0.396,0.639,0
0.004268,0.639,0.639,0
0.001738,0.396,0,0
0.008076,0.396,0.396,0.639
0.004052,0.639,0.639,0
0.021326,0.639,0.639,0.396
0.002552,0.396,0.639,0
0.003802,0.396,0.396,0.396
0.002802,0.639,0,0.396
0.006206,0.396,0.639,0.396
0.002310,0.396,0.639,0
0.007644,0.639,0.396,0.396
0.002165,0.639,0.396,0
0.041359,0.639,0.639,0.639
0.003820,0.396,0.396,0.396
0.003780,0.639,0,0.639
0.006233,0.396,0.639,0.396
0.001931,0.396,0,0.396
0.002702,0,0.396,0.396
0.002578,0,0.396,0.396
0.007567,0.396,0.396,0.639
0.001609,0,0,0.396
0.001580,0,0,0.396
0.001988,0.396,0.396,0
0.001769,0.639,0,0
0.020114,0.639,0.639,0.396
0.006171,0.396,0.639,0.396
0.007523,0.639,0.396,0.396
0.004170,0.396,0.396,0.396
0.021986,0.639,0.639,0.396
0.020172,0.639,0.639,0.396
0.044501,0.639,0.639,0.639
0.003098,0,0.396,0.396
0.048281,0.639,0.639,0.639
0.007964,0.639,0.396,0.396
0.020262,0.639,0.639,0.396
0.001370,0,0,0.396
0.002812,0.396,0,0.639
0.012912,0.396,0.639,0.639
0.002530,0.639,0,0.396
0.002466,0,0.396,0.396
0.039374,0.639,0.639,0.639
0.001641,0,0.639,0
0.004472,0,0.396,0.639
0.016048,0.639,0.396,0.639
0.003652,0,0.396,0.639
0.001748,0.639,0,0
0.004361,0,0.396,0.639
0.014168,0.396,0.639,0.639
0.002426,0.396,0.639,0
0.001306,0,0,0
0.006534,0.396,0.639,0.396
0.020703,0.639,0.639,0.396
0.001777,0,0,0.639
0.001790,0,0,0.639
0.014260,0.639,0.396,0.639
0.021541,0.639,0.639,0.396
0.007541,0.396,0.639,0.396
0.039227,0.639,0.639,0.639
0.001910,0.396,0,0.396
0.002619,0.639,0,0.396
0.001396,0.396,0,0
0.001970,0.396,0,0.396
0.002520,0.639,0,0.396
0.002755,0.639,0,0.396
0.006090,0.396,0.639,0.396
0.001640,0,0.396,0
0.001805,0.639,0,0
0.002438,0.396,0,0.639
0.001216,0,0,0
0.008277,0.396,0.396,0.639
0.018762,0.639,0.639,0.396
0.014398,0.639,0.396,0.639
0.004359,0.639,0.639,0
0.038868,0.639,0.639,0.639
0.004655,0,0.396,0.639
0.013057,0.396,0.639,0.639
0.001356,0,0,0
0.001578,0,0.396,0
0.001670,0.396,0,0
0.001525,0,0.396,0
0.003675,0.396,0.396,0.396
0.001897,0.396,0,0.396
0.014710,0.639,0.396,0.639
0.001609,0,0.639,0
0.003883,0.639,0,0.639
0.001563,0,0.639,0
0.004519,0.639,0.639,0
0.001707,0.639,0,0
0.001507,0.396,0,0
0.001318,0,0,0
0.001771,0,0.639,0
0.001807,0,0.639,0
0.001245,0,0,0
0.001843,0.396,0.396,0
0.001561,0.396,0,0
0.013884,0.396,0.639,0.639
0.003845,0.639,0.639,0
0.006440,0.639,0.396,0.396
0.006679,0.639,0.396,0.396
0.001607,0.396,0,0
0.002243,0.639,0.396,0
0.013567,0.639,0.396,0.639
0.004731,0.639,0.639,0
0.002489,0,0.396,0.396
0.002220,0.639,0.396,0
0.001622,0,0,0.396
0.002669,0.639,0,0.396
0.001495,0.396,0,0
0.001739,0,0.396,0
0.002581,0.396,0,0.639
0.008370,0.396,0.396,0.639
0.006753,0.396,0.396,0.639
0.020801,0.639,0.639,0.396
0.003887,0.639,0,0.639
0.006336,0.396,0.639,0.396
0.012376,0.396,0.639,0.639
0.007856,0.639,0.396,0.396
0.008368,0.396,0.396,0.639
0.001950,0.396,0,0.396
0.006308,0.396,0.639,0.396
0.002387,0.396,0.639,0
0.002640,0.639,0,0.396
0.003121,0,0.396,0.396
0.039109,0.639,0.639,0.639
0.003844,0.396,0.396,0.396
0.002419,0.396,0.639,0
0.002931,0.639,0,0.396
0.002268,0.396,0,0.639
0.006949,0.639,0.396,0.396
0.038791,0.639,0.639,0.639
0.002353,0.639,0.396,0
0.006332,0.396,0.639,0.396
0.002674,0.396,0,0.639
0.002904,0,0.396,0.396
0.012870,0.396,0.639,0.639
0.002575,0,0.396,0.396
0.002429,0.639,0.396,0
0.002423,0.396,0.639,0
0.002554,0,0.396,0.396
0.002412,0.396,0,0.639
0.004603,0,0.396,0.639
0.001860,0.396,0.396,0
0.001515,0.396,0,0
0.024463,0.639,0.639,0.396
0.001659,0.396,0,0
0.003731,0.396,0.396,0.396
0.002575,0.396,0,0.639
0.006355,0,0.639,0.639
0.013292,0.396,0.639,0.639
0.005707,0,0.639,0.639
0.007738,0,0.639,0.639
0.022464,0.639,0.639,0.396
0.002374,0.639,0,0.396
0.006191,0.396,0.639,0.396
0.013241,0.396,0.639,0.639
0.001441,0.396,0,0
0.002011,0.396,0.396,0
0.001827,0,0.639,0
0.001805,0.639,0,0
0.023366,0.639,0.639,0.396
0.014490,0.639,0.396,0.639
0.003647,0.639,0,0.639
0.003482,0.639,0,0.639
0.004290,0,0.396,0.639
0.026305,0.639,0.639,0.396
0.056928,0.639,0.639,0.639
0.027021,0.639,0.639,0.396
0.003608,0.396,0.396,0.396
0.002028,0.396,0,0.396
0.001709,0.639,0,0
0.004383,0.639,0.639,0
0.002460,0.396,0,0.639
0.001727,0,0.639,0
0.006434,0.396,0.639,0.396
0.013907,0.639,0.396,0.639
0.003657,0.639,0,0.639
0.001964,0.396,0.396,0
0.001899,0.396,0.396,0
0.001919,0.396,0.396,0
0.001445,0,0.396,0
0.003553,0.396,0.396,0.396
0.004315,0.639,0.639,0
0.004239,0,0.639,0.396
0.008073,0.396,0.396,0.639
0.002748,0.639,0,0.396
0.040270,0.639,0.639,0.639
0.001397,0,0,0.396
0.007050,0.639,0.396,0.396
0.001681,0.396,0,0
0.002524,0.396,0.639,0
0.001394,0,0,0.396
0.003478,0.396,0.396,0.396
0.001567,0,0,0.396
0.004114,0.396,0.396,0.396
0.007105,0.396,0.639,0.396
0.002243,0.639,0.396,0
0.022296,0.639,0.639,0.396
0.013070,0.639,0.396,0.639
0.002810,0,0.396,0.396
0.049352,0.639,0.639,0.639
0.001655,0.396,0,0.396
0.003884,0.639,0,0.639
0.004099,0,0.639,0.396
0.003671,0.396,0.396,0.396
0.001614,0,0,0.396
0.003907,0.639,0,0.639
0.001771,0.639,0,0
0.004343,0,0.639,0.396
0.002349,0.396,0,0.639
0.007067,0,0.639,0.639
0.039084,0.639,0.639,0.639
0.044788,0.639,0.639,0.639
0.002950,0,0.396,0.396
0.016250,0.639,0.396,0.639
0.004063,0.396,0.396,0.396
0.002653,0.396,0,0.639
0.008173,0.639,0.396,0.396
0.001946,0.396,0.396,0
0.001518,0.396,0,0
0.006891,0,0.639,0.639
0.019457,0.639,0.639,0.396
0.002308,0.396,0.639,0
0.001676,0.396,0,0
0.001585,0.396,0,0
0.002206,0.396,0.639,0
0.001760,0.639,0,0
0.002448,0.396,0.639,0
0.001651,0,0,0.639
0.002813,0.396,0,0.639
0.004580,0,0.396,0.639
0.019869,0.639,0.639,0.396
0.002365,0.639,0.396,0
0.024358,0.639,0.639,0.396
0.002379,0.396,0.639,0
0.042223,0.639,0.639,0.639
0.001553,0.396,0,0
0.045309,0.639,0.639,0.639
0.003815,0.639,0.639,0
0.003503,0.396,0.396,0.396
0.040485,0.639,0.639,0.639
0.001987,0.396,0.396,0
0.001698,0,0,0.639
0.002332,0.396,0.639,0
0.002506,0.639,0,0.396
0.002259,0.396,0.639,0
0.007786,0.396,0.396,0.639
0.001633,0,0.639,0
0.007810,0.396,0.396,0.639
0.001923,0.396,0,0.396
0.001556,0,0.396,0
0.008415,0.396,0.396,0.639
0.006853,0,0.639,0.639
0.009880,0,0.639,0.639
0.002524,0.639,0.396,0
0.004207,0,0.396,0.639
0.001787,0.639,0,0
0.002839,0.639,0,0.396
0.014560,0.639,0.396,0.639
0.002671,0.639,0,0.396
0.002613,0.396,0,0.639
0.004327,0,0.396,0.639
0.001551,0.396,0,0
0.013057,0.396,0.639,0.639
0.007364,0.639,0.396,0.396
0.003022,0,0.396,0.396
0.002856,0.396,0,0.639
0.001850,0.639,0,0
0.001751,0,0,0.639
0.001746,0.396,0,0.396
0.004300,0.639,0,0.639
0.006525,0.396,0.639,0.396
0.006625,0,0.639,0.639
0.001826,0.396,0,0.396
0.008418,0.396,0.396,0.639
0.001970,0.396,0,0.396
0.001497,0,0,0.396
0.022319,0.639,0.639,0.396
0.007666,0.396,0.639,0.396
0.002156,0.639,0.396,0
0.006975,0,0.639,0.639
0.001808,0,0,0.639
0.001661,0.396,0,0
0.002866,0.396,0,0.639
0.001862,0.639,0,0
0.001842,0.639,0,0
0.002005,0.396,0,0.396
0.007014,0,0.639,0.639
0.002095,0.396,0.396,0
0.004050,0.639,0,0.639
0.002097,0.396,0.396,0
0.002437,0.396,0,0.639
0.001949,0.396,0,0.396
0.013060,0.396,0.639,0.639
0.002047,0.396,0.396,0
0.001744,0.396,0.396,0
0.007961,0.396,0.396,0.639
0.001551,0,0.396,0
0.013631,0.396,0.639,0.639
0.022563,0.639,0.639,0.396
0.003973,0.396,0.396,0.396
0.001700,0,0.639,0
0.002013,0.396,0.396,0
0.004081,0.396,0.396,0.396
0.016385,0.639,0.396,0.639
0.005957,0,0.639,0.639
0.004442,0,0.639,0.396
0.005348,0,0.639,0.396
0.028529,0.639,0.639,0.396
0.001410,0,0,0
0.006991,0.396,0.639,0.396
0.001753,0,0,0.639
0.026366,0.639,0.639,0.396
0.002405,0.639,0.396,0
0.002857,0,0.396,0.396
0.002448,0.639,0.396,0
0.043464,0.639,0.639,0.639
0.002415,0.639,0.396,0
0.003754,0.639,0,0.639
0.013332,0.396,0.639,0.639
0.007600,0.396,0.396,0.639
0.001299,0,0,0
0.004531,0.639,0.639,0
0.001834,0.396,0.396,0
0.004135,0.639,0,0.639
0.001686,0.396,0,0
0.025233,0.639,0.639,0.396
0.008789,0.396,0.396,0.639
0.002304,0.639,0.396,0
0.001726,0.396,0,0.396
0.003742,0.639,0,0.639
0.001973,0.639,0,0
0.002458,0.639,0.396,0
0.001922,0.396,0,0.396
0.001734,0.639,0,0
0.004602,0.639,0.639,0
0.002643,0.639,0.396,0
0.002593,0.396,0,0.639
0.004248,0,0.396,0.639
0.003728,0,0.396,0.639
0.001841,0.396,0.396,0
0.006298,0,0.639,0.639
0.058356,0.639,0.639,0.639
0.007338,0.639,0.639,0
0.006217,0,0.639,0.639
0.002873,0,0.396,0.396
0.003967,0.639,0,0.639
0.002823,0,0.396,0.396
0.008241,0.396,0.396,0.639
0.003505,0.396,0.396,0.396
0.001899,0.396,0.396,0
0.013559,0.396,0.639,0.639
0.003960,0.639,0,0.639
0.001863,0.639,0,0
0.003794,0.396,0.396,0.396
0.001894,0.396,0,0.396
0.004015,0.396,0.396,0.396
0.004976,0,0.396,0.639
0.002591,0.396,0.639,0
0.002518,0.396,0,0.639
0.002946,0.639,0,0.396
0.001795,0.396,0,0.396
0.008290,0.396,0.396,0.639
0.003848,0.639,0,0.639
0.004157,0,0.396,0.639
0.001285,0,0,0
0.013155,0.396,0.639,0.639
0.004462,0.639,0.639,0
0.016291,0.639,0.396,0.639
0.001478,0,0.396,0
0.001576,0,0.396,0
0.002667,0.639,0,0.396
0.002284,0.396,0.639,0
0.014119,0.396,0.639,0.639
0.020189,0.639,0.639,0.396
0.001424,0.396,0,0
0.007874,0.396,0.396,0.639
0.004755,0.639,0.639,0
0.001862,0.396,0.396,0
0.002666,0.639,0,0.396
0.014556,0.639,0.396,0.639
0.002447,0.396,0,0.639
0.003013,0.639,0,0.396
0.001701,0,0.639,0
0.007354,0.396,0.639,0.396
0.006920,0.396,0.639,0.396
0.002587,0.639,0,0.396
0.001810,0.396,0,0.396
0.003709,0.639,0,0.639
0.001992,0.396,0,0.396
0.023222,0.639,0.639,0.396
0.005953,0,0.639,0.639
0.005068,0.639,0.639,0
0.008571,0.396,0.396,0.639
0.002629,0.396,0.639,0
0.042736,0.639,0.639,0.639
0.007161,0.639,0.396,0.396
0.001517,0,0,0.396
0.001715,0.639,0,0
0.001671,0,0,0.639
0.001568,0,0,0.396
0.001615,0.396,0,0
0.001351,0,0.396,0
0.002207,0.396,0.639,0
0.002409,0.639,0,0.396
0.001925,0.396,0,0.396
0.004283,0.396,0.396,0.396
0.014083,0.396,0.639,0.639
0.007988,0.396,0.396,0.639
0.014936,0.396,0.639,0.639
0.015700,0.639,0.396,0.639
0.001352,0,0,0
0.004162,0.396,0.396,0.396
0.016156,0.639,0.396,0.639
0.001985,0.396,0,0.396
0.001411,0,0,0
0.024135,0.639,0.639,0.396
0.002481,0.639,0.396,0
0.001279,0,0,0
0.008030,0.639,0.396,0.396
0.001845,0.396,0.396,0
0.001653,0,0.639,0
0.001268,0,0,0
0.001236,0,0,0
0.006897,0.396,0.639,0.396
0.007480,0.396,0.396,0.639
0.007748,0,0.639,0.639
0.008220,0.396,0.396,0.639
0.001824,0,0.639,0
0.014308,0.396,0.639,0.639
0.052453,0.639,0.639,0.639
0.001929,0.396,0,0.396
0.043989,0.639,0.639,0.639
0.001537,0,0,0
0.002818,0,0.396,0.396
0.023606,0.639,0.639,0.396
