current,R,G,B
0.299945,0.498,0.416,0.000
0.225654,0.247,0.000,0.333
0.262791,0.498,0.165,0.000
0.297334,0.000,0.416,0.333
0.245624,0.498,0.000,0.082
0.298136,0.000,0.416,0.333
0.197909,0.247,0.165,0.000
0.215535,0.000,0.416,0.082
0.298266,0.000,0.416,0.333
0.267733,0.498,0.165,0.000
0.257985,0.247,0.416,0.000
0.196087,0.247,0.165,0.000
0.153232,0.247,0.000,0.082
0.196298,0.247,0.165,0.000
0.298124,0.498,0.416,0.000
0.298254,0.498,0.416,0.000
0.213294,0.000,0.416,0.082
0.214833,0.000,0.416,0.082
0.246651,0.498,0.000,0.082
0.262604,0.247,0.416,0.000
0.263553,0.247,0.416,0.000
0.197348,0.247,0.165,0.000
0.210010,0.000,0.165,0.333
0.288358,0.498,0.000,0.333
0.259499,0.247,0.416,0.000
0.245573,0.498,0.000,0.082
0.227505,0.247,0.000,0.333
0.215235,0.000,0.165,0.333
0.214828,0.000,0.416,0.082
0.227882,0.247,0.000,0.333
0.120139,0.000,0.165,0.082
0.244365,0.498,0.000,0.082
0.244971,0.498,0.000,0.082
0.195402,0.247,0.165,0.000
0.297815,0.000,0.416,0.333
0.228949,0.247,0.000,0.333
0.262274,0.498,0.165,0.000
0.214920,0.000,0.416,0.082
0.227045,0.247,0.000,0.333
0.286969,0.498,0.000,0.333
0.263871,0.498,0.165,0.000
0.260011,0.247,0.416,0.000
0.244269,0.498,0.000,0.082
0.299074,0.498,0.416,0.000
0.260035,0.247,0.416,0.000
0.243270,0.498,0.000,0.082
0.118142,0.000,0.165,0.082
0.262848,0.498,0.165,0.000
0.290301,0.498,0.000,0.333
0.246682,0.498,0.000,0.082
0.289751,0.498,0.000,0.333
0.264736,0.498,0.165,0.000
0.214666,0.000,0.165,0.333
0.229552,0.247,0.000,0.333
0.153672,0.247,0.000,0.082
0.217953,0.000,0.416,0.082
0.263918,0.498,0.165,0.000
0.214890,0.000,0.165,0.333
0.154369,0.247,0.000,0.082
0.242987,0.498,0.000,0.082
0.194426,0.247,0.165,0.000
0.194948,0.247,0.165,0.000
0.297740,0.000,0.416,0.333
0.298647,0.000,0.416,0.333
0.228623,0.247,0.000,0.333
0.264803,0.498,0.165,0.000
0.261855,0.247,0.416,0.000
0.260056,0.247,0.416,0.000
0.245536,0.498,0.000,0.082
0.291223,0.498,0.000,0.333
0.260080,0.247,0.416,0.000
0.119455,0.000,0.165,0.082
0.262262,0.247,0.416,0.000
0.229550,0.247,0.000,0.333
0.300516,0.498,0.416,0.000
0.300622,0.498,0.416,0.000
0.259340,0.498,0.165,0.000
0.154698,0.247,0.000,0.082
0.244857,0.498,0.000,0.082
0.226605,0.247,0.000,0.333
0.199132,0.247,0.165,0.000
0.117464,0.000,0.165,0.082
0.115350,0.000,0.165,0.082
0.212741,0.000,0.165,0.333
0.297766,0.000,0.416,0.333
0.286531,0.498,0.000,0.333
0.300257,0.498,0.416,0.000
0.300232,0.498,0.416,0.000
0.245458,0.498,0.000,0.082
0.117805,0.000,0.165,0.082
0.242576,0.498,0.000,0.082
0.288312,0.498,0.000,0.333
0.290509,0.498,0.000,0.333
0.289125,0.498,0.000,0.333
0.298691,0.000,0.416,0.333
0.215611,0.000,0.165,0.333
0.153575,0.247,0.000,0.082
0.297186,0.000,0.416,0.333
0.300395,0.498,0.416,0.000
0.299632,0.498,0.416,0.000
0.264337,0.498,0.165,0.000
0.240553,0.498,0.000,0.082
0.227094,0.247,0.000,0.333
0.151814,0.247,0.000,0.082
0.246325,0.498,0.000,0.082
0.154029,0.247,0.000,0.082
0.244418,0.498,0.000,0.082
0.298248,0.000,0.416,0.333
0.298720,0.000,0.416,0.333
0.291221,0.498,0.000,0.333
0.244932,0.498,0.000,0.082
0.261806,0.498,0.165,0.000
0.213253,0.000,0.165,0.333
0.262188,0.498,0.165,0.000
0.260841,0.247,0.416,0.000
0.289139,0.498,0.000,0.333
0.217501,0.000,0.416,0.082
0.214368,0.000,0.165,0.333
0.266072,0.498,0.165,0.000
0.298641,0.000,0.416,0.333
0.298875,0.000,0.416,0.333
0.123208,0.000,0.165,0.082
0.153976,0.247,0.000,0.082
0.264121,0.247,0.416,0.000
0.120209,0.000,0.165,0.082
0.213775,0.000,0.165,0.333
0.195512,0.247,0.165,0.000
0.265942,0.498,0.165,0.000
0.300173,0.498,0.416,0.000
0.217040,0.000,0.165,0.333
0.290569,0.498,0.000,0.333
0.227001,0.247,0.000,0.333
0.215650,0.000,0.165,0.333
0.265321,0.498,0.165,0.000
0.214149,0.000,0.165,0.333
0.264722,0.498,0.165,0.000
0.289239,0.498,0.000,0.333
0.242816,0.498,0.000,0.082
0.288092,0.498,0.000,0.333
0.289644,0.498,0.000,0.333
0.263822,0.498,0.165,0.000
0.264401,0.498,0.165,0.000
0.289343,0.498,0.000,0.333
0.298731,0.498,0.416,0.000
0.258693,0.247,0.416,0.000
0.299667,0.498,0.416,0.000
0.153377,0.247,0.000,0.082
0.246337,0.498,0.000,0.082
0.225252,0.247,0.000,0.333
0.215489,0.000,0.165,0.333
0.227335,0.247,0.000,0.333
0.297914,0.000,0.416,0.333
0.118654,0.000,0.165,0.082
0.192625,0.247,0.165,0.000
0.213568,0.000,0.165,0.333
0.260430,0.247,0.416,0.000
0.153009,0.247,0.000,0.082
0.214088,0.000,0.165,0.333
0.297826,0.000,0.416,0.333
0.229315,0.247,0.000,0.333
0.151211,0.247,0.000,0.082
0.216210,0.000,0.416,0.082
0.297845,0.000,0.416,0.333
0.248044,0.498,0.000,0.082
0.215305,0.000,0.416,0.082
0.214110,0.000,0.165,0.333
0.194024,0.247,0.165,0.000
0.297929,0.000,0.416,0.333
0.123085,0.000,0.165,0.082
0.242888,0.498,0.000,0.082
0.215075,0.000,0.165,0.333
0.299398,0.498,0.416,0.000
0.298324,0.000,0.416,0.333
0.246367,0.498,0.000,0.082
0.288304,0.498,0.000,0.333
0.227825,0.247,0.000,0.333
0.287904,0.498,0.000,0.333
0.214520,0.000,0.165,0.333
0.239964,0.498,0.000,0.082
0.262179,0.247,0.416,0.000
0.194410,0.247,0.165,0.000
0.245940,0.498,0.000,0.082
0.226291,0.247,0.000,0.333
0.285698,0.498,0.000,0.333
0.215342,0.000,0.416,0.082
0.256637,0.498,0.165,0.000
0.215694,0.000,0.416,0.082
0.116715,0.000,0.165,0.082
0.213210,0.000,0.165,0.333
0.262372,0.498,0.165,0.000
0.117203,0.000,0.165,0.082
0.257650,0.247,0.416,0.000
0.298364,0.000,0.416,0.333
0.228864,0.247,0.000,0.333
0.247306,0.498,0.000,0.082
0.117582,0.000,0.165,0.082
0.263154,0.498,0.165,0.000
0.156363,0.247,0.000,0.082
0.119404,0.000,0.165,0.082
0.290381,0.498,0.000,0.333
0.215429,0.000,0.416,0.082
0.213665,0.000,0.165,0.333
0.216101,0.000,0.416,0.082
0.213764,0.000,0.165,0.333
0.288059,0.498,0.000,0.333
0.298071,0.498,0.416,0.000
0.218501,0.000,0.416,0.082
0.256695,0.247,0.416,0.000
0.261582,0.247,0.416,0.000
0.216826,0.000,0.416,0.082
0.264244,0.498,0.165,0.000
0.216632,0.000,0.416,0.082
0.217482,0.000,0.165,0.333
0.298554,0.498,0.416,0.000
0.300414,0.498,0.416,0.000
0.244619,0.498,0.000,0.082
0.213953,0.000,0.165,0.333
0.194347,0.247,0.165,0.000
0.262313,0.498,0.165,0.000
0.241320,0.498,0.000,0.082
0.261963,0.247,0.416,0.000
0.191461,0.247,0.165,0.000
0.242838,0.498,0.000,0.082
0.299945,0.498,0.416,0.000
0.155455,0.247,0.000,0.082
0.227925,0.247,0.000,0.333
0.299132,0.498,0.416,0.000
0.230190,0.247,0.000,0.333
0.297627,0.000,0.416,0.333
0.200604,0.247,0.165,0.000
0.229150,0.247,0.000,0.333
0.156761,0.247,0.000,0.082
0.214053,0.000,0.165,0.333
0.117883,0.000,0.165,0.082
0.259323,0.247,0.416,0.000
0.196868,0.247,0.165,0.000
0.228151,0.247,0.000,0.333
0.244570,0.498,0.000,0.082
0.290601,0.498,0.000,0.333
0.261547,0.498,0.165,0.000
0.245908,0.498,0.000,0.082
0.215312,0.000,0.416,0.082
0.212605,0.000,0.165,0.333
0.116442,0.000,0.165,0.082
0.211188,0.000,0.165,0.333
0.227556,0.247,0.000,0.333
0.118429,0.000,0.165,0.082
0.298511,0.498,0.416,0.000
0.299116,0.498,0.416,0.000
0.245362,0.498,0.000,0.082
0.300072,0.498,0.416,0.000
0.242786,0.498,0.000,0.082
0.257618,0.247,0.416,0.000
0.299464,0.498,0.416,0.000
0.215407,0.000,0.165,0.333
0.226508,0.247,0.000,0.333
0.298038,0.498,0.416,0.000
0.257576,0.247,0.416,0.000
0.288815,0.498,0.000,0.333
0.298370,0.000,0.416,0.333
0.192253,0.247,0.165,0.000
0.192891,0.247,0.165,0.000
0.259071,0.247,0.416,0.000
0.260596,0.247,0.416,0.000
0.291031,0.498,0.000,0.333
0.259798,0.247,0.416,0.000
0.192819,0.247,0.165,0.000
0.297658,0.000,0.416,0.333
0.229566,0.247,0.000,0.333
0.260558,0.247,0.416,0.000
0.299753,0.498,0.416,0.000
0.263104,0.498,0.165,0.000
0.298015,0.498,0.416,0.000
0.154797,0.247,0.000,0.082
0.214935,0.000,0.416,0.082
0.259949,0.247,0.416,0.000
0.299456,0.498,0.416,0.000
0.217745,0.000,0.416,0.082
0.299704,0.498,0.416,0.000
0.193428,0.247,0.165,0.000
0.227369,0.247,0.000,0.333
0.299906,0.498,0.416,0.000
0.222595,0.247,0.000,0.333
0.299240,0.498,0.416,0.000
0.154617,0.247,0.000,0.082
0.118407,0.000,0.165,0.082
0.288255,0.498,0.000,0.333
0.299161,0.498,0.416,0.000
0.298525,0.000,0.416,0.333
0.119090,0.000,0.165,0.082
0.298394,0.498,0.416,0.000
0.116848,0.000,0.165,0.082
0.298840,0.498,0.416,0.000
0.290026,0.498,0.000,0.333
0.118185,0.000,0.165,0.082
0.212817,0.000,0.165,0.333
0.245200,0.498,0.000,0.082
0.211937,0.000,0.165,0.333
0.213287,0.000,0.165,0.333
0.299505,0.498,0.416,0.000
0.265239,0.498,0.165,0.000
0.196167,0.247,0.165,0.000
0.299413,0.498,0.416,0.000
0.226778,0.247,0.000,0.333
0.259979,0.247,0.416,0.000
0.214220,0.000,0.416,0.082
0.258227,0.247,0.416,0.000
0.259363,0.247,0.416,0.000
0.212731,0.000,0.165,0.333
0.297771,0.000,0.416,0.333
0.218985,0.000,0.165,0.333
0.228782,0.247,0.000,0.333
0.261958,0.247,0.416,0.000
0.298385,0.000,0.416,0.333
0.298604,0.498,0.416,0.000
0.299781,0.498,0.416,0.000
0.298512,0.498,0.416,0.000
0.245615,0.498,0.000,0.082
0.260501,0.498,0.165,0.000
0.298788,0.498,0.416,0.000
0.194333,0.247,0.165,0.000
0.244844,0.498,0.000,0.082
0.298248,0.000,0.416,0.333
0.120302,0.000,0.165,0.082
0.289022,0.498,0.000,0.333
0.260366,0.247,0.416,0.000
0.297764,0.000,0.416,0.333
0.223482,0.247,0.000,0.333
0.297755,0.000,0.416,0.333
0.155085,0.247,0.000,0.082
0.115692,0.000,0.165,0.082
0.260242,0.247,0.416,0.000
0.196007,0.247,0.165,0.000
0.214925,0.000,0.165,0.333
0.193932,0.247,0.165,0.000
0.242206,0.498,0.000,0.082
0.211720,0.000,0.165,0.333
0.299379,0.498,0.416,0.000
0.298823,0.000,0.416,0.333
0.217391,0.000,0.416,0.082
0.243385,0.498,0.000,0.082
0.211868,0.000,0.165,0.333
0.244123,0.498,0.000,0.082
0.211435,0.000,0.416,0.082
0.288554,0.498,0.000,0.333
0.259192,0.247,0.416,0.000
0.246040,0.498,0.000,0.082
0.242694,0.498,0.000,0.082
0.240450,0.498,0.000,0.082
0.193570,0.247,0.165,0.000
0.212022,0.000,0.165,0.333
0.153957,0.247,0.000,0.082
0.236479,0.498,0.000,0.082
0.299830,0.498,0.416,0.000
0.262035,0.247,0.416,0.000
0.120316,0.000,0.165,0.082
0.289218,0.498,0.000,0.333
0.193807,0.247,0.165,0.000
0.298871,0.498,0.416,0.000
0.194639,0.247,0.165,0.000
0.260046,0.498,0.165,0.000
0.255886,0.247,0.416,0.000
0.191836,0.247,0.165,0.000
0.289976,0.498,0.000,0.333
0.290498,0.498,0.000,0.333
0.298750,0.000,0.416,0.333
0.214773,0.000,0.165,0.333
0.226083,0.247,0.000,0.333
0.147917,0.247,0.000,0.082
0.153438,0.247,0.000,0.082
0.117372,0.000,0.165,0.082
0.226517,0.247,0.000,0.333
0.193774,0.247,0.165,0.000
0.217707,0.000,0.416,0.082
0.291835,0.498,0.000,0.333
0.244871,0.498,0.000,0.082
0.263941,0.498,0.165,0.000
0.298236,0.000,0.416,0.333
0.122021,0.000,0.165,0.082
0.246402,0.498,0.000,0.082
0.121129,0.000,0.165,0.082
0.213592,0.000,0.165,0.333
0.117899,0.000,0.165,0.082
0.298500,0.498,0.416,0.000
0.244697,0.498,0.000,0.082
0.193670,0.247,0.165,0.000
0.227142,0.247,0.000,0.333
0.298739,0.498,0.416,0.000
0.298200,0.498,0.416,0.000
0.215355,0.000,0.165,0.333
0.117453,0.000,0.165,0.082
0.117501,0.000,0.165,0.082
0.192116,0.247,0.165,0.000
0.262927,0.498,0.165,0.000
0.290258,0.498,0.000,0.333
0.193106,0.247,0.165,0.000
0.209563,0.000,0.165,0.333
0.243377,0.498,0.000,0.082
0.289507,0.498,0.000,0.333
0.212401,0.000,0.165,0.333
0.261394,0.498,0.165,0.000
0.246740,0.498,0.000,0.082
0.298409,0.000,0.416,0.333
0.244738,0.498,0.000,0.082
0.227625,0.247,0.000,0.333
0.260952,0.247,0.416,0.000
0.213762,0.000,0.165,0.333
0.259287,0.247,0.416,0.000
0.227577,0.247,0.000,0.333
0.153997,0.247,0.000,0.082
0.238738,0.498,0.000,0.082
0.215547,0.000,0.416,0.082
0.241117,0.498,0.000,0.082
0.290266,0.498,0.000,0.333
0.154857,0.247,0.000,0.082
0.297513,0.000,0.416,0.333
0.219652,0.000,0.416,0.082
0.117938,0.000,0.165,0.082
0.154275,0.247,0.000,0.082
0.113355,0.000,0.165,0.082
0.259935,0.247,0.416,0.000
0.297982,0.000,0.416,0.333
0.267187,0.498,0.165,0.000
0.289766,0.498,0.000,0.333
0.214824,0.000,0.416,0.082
0.214917,0.000,0.416,0.082
0.243989,0.498,0.000,0.082
0.154160,0.247,0.000,0.082
0.297095,0.000,0.416,0.333
0.247018,0.498,0.000,0.082
0.244091,0.498,0.000,0.082
0.289152,0.498,0.000,0.333
0.263401,0.498,0.165,0.000
0.151892,0.247,0.000,0.082
0.214595,0.000,0.416,0.082
0.209794,0.000,0.416,0.082
0.190934,0.247,0.165,0.000
0.296264,0.498,0.416,0.000
0.298520,0.000,0.416,0.333
0.194796,0.247,0.165,0.000
0.258646,0.247,0.416,0.000
0.211930,0.000,0.165,0.333
0.287827,0.498,0.000,0.333
0.243353,0.498,0.000,0.082
0.223469,0.247,0.000,0.333
0.154723,0.247,0.000,0.082
0.263271,0.498,0.165,0.000
0.228272,0.247,0.000,0.333
0.215375,0.000,0.165,0.333
0.214995,0.000,0.165,0.333
0.117337,0.000,0.165,0.082
0.116648,0.000,0.165,0.082
0.192544,0.247,0.165,0.000
0.195529,0.247,0.165,0.000
0.262027,0.247,0.416,0.000
0.116282,0.000,0.165,0.082
0.152530,0.247,0.000,0.082
0.213574,0.000,0.165,0.333
0.241193,0.498,0.000,0.082
0.298115,0.000,0.416,0.333
0.157200,0.247,0.000,0.082
0.224354,0.247,0.000,0.333
0.227770,0.247,0.000,0.333
0.297999,0.000,0.416,0.333
0.230373,0.247,0.000,0.333
0.261087,0.247,0.416,0.000
0.245462,0.498,0.000,0.082
0.152189,0.247,0.000,0.082
0.209788,0.000,0.165,0.333
0.297971,0.000,0.416,0.333
0.257283,0.247,0.416,0.000
0.226304,0.247,0.000,0.333
0.153436,0.247,0.000,0.082
0.296605,0.000,0.416,0.333
0.298536,0.000,0.416,0.333
0.265038,0.498,0.165,0.000
0.290639,0.498,0.000,0.333
0.264793,0.498,0.165,0.000
0.213787,0.000,0.165,0.333
0.207486,0.000,0.165,0.333
0.288624,0.498,0.000,0.333
0.244931,0.498,0.000,0.082
0.260826,0.247,0.416,0.000
0.289181,0.498,0.000,0.333
0.191979,0.247,0.165,0.000
0.259340,0.247,0.416,0.000
0.242095,0.498,0.000,0.082
0.227177,0.247,0.000,0.333
0.258297,0.247,0.416,0.000
0.222988,0.247,0.000,0.333
0.117869,0.000,0.165,0.082
0.116161,0.000,0.165,0.082
0.211046,0.000,0.165,0.333
0.289253,0.498,0.000,0.333
0.117366,0.000,0.165,0.082
0.296854,0.000,0.416,0.333
0.215197,0.000,0.165,0.333
0.298151,0.000,0.416,0.333
0.260401,0.247,0.416,0.000
0.243280,0.498,0.000,0.082
0.212693,0.000,0.416,0.082
0.214660,0.000,0.416,0.082
0.298027,0.000,0.416,0.333
0.261531,0.247,0.416,0.000
0.298461,0.000,0.416,0.333
0.214573,0.000,0.165,0.333
0.297609,0.000,0.416,0.333
0.215359,0.000,0.416,0.082
0.213107,0.000,0.165,0.333
0.260504,0.247,0.416,0.000
0.155355,0.247,0.000,0.082
0.287667,0.498,0.000,0.333
0.226755,0.247,0.000,0.333
0.258204,0.247,0.416,0.000
0.226304,0.247,0.000,0.333
0.217646,0.000,0.416,0.082
0.213354,0.000,0.165,0.333
0.116533,0.000,0.165,0.082
0.150596,0.247,0.000,0.082
0.213820,0.000,0.416,0.082
0.115978,0.000,0.165,0.082
0.296973,0.000,0.416,0.333
0.289514,0.498,0.000,0.333
0.117219,0.000,0.165,0.082
0.287685,0.498,0.000,0.333
0.222397,0.247,0.000,0.333
0.216297,0.000,0.416,0.082
0.152909,0.247,0.000,0.082
0.297974,0.498,0.416,0.000
0.298719,0.000,0.416,0.333
0.120145,0.000,0.165,0.082
0.217497,0.000,0.416,0.082
0.226027,0.247,0.000,0.333
0.228155,0.247,0.000,0.333
0.194670,0.247,0.165,0.000
0.262055,0.498,0.165,0.000
0.290062,0.498,0.000,0.333
0.238766,0.498,0.000,0.082
0.226888,0.247,0.000,0.333
0.148034,0.247,0.000,0.082
0.296803,0.000,0.416,0.333
0.154845,0.247,0.000,0.082
0.214669,0.000,0.416,0.082
0.261221,0.498,0.165,0.000
0.215916,0.000,0.416,0.082
0.215210,0.000,0.416,0.082
0.223053,0.247,0.000,0.333
0.299354,0.498,0.416,0.000
0.261301,0.498,0.165,0.000
0.256957,0.247,0.416,0.000
0.289180,0.498,0.000,0.333
0.257955,0.247,0.416,0.000
0.153274,0.247,0.000,0.082
0.192761,0.247,0.165,0.000
0.298400,0.498,0.416,0.000
0.214012,0.000,0.416,0.082
0.298468,0.498,0.416,0.000
0.216772,0.000,0.416,0.082
0.245617,0.498,0.000,0.082
0.153478,0.247,0.000,0.082
0.258789,0.247,0.416,0.000
0.262627,0.498,0.165,0.000
0.259593,0.247,0.416,0.000
0.117405,0.000,0.165,0.082
0.296953,0.000,0.416,0.333
0.260411,0.247,0.416,0.000
0.260116,0.247,0.416,0.000
0.115905,0.000,0.165,0.082
0.258455,0.247,0.416,0.000
0.259978,0.247,0.416,0.000
0.214546,0.000,0.416,0.082
0.226529,0.247,0.000,0.333
0.214334,0.000,0.165,0.333
0.288568,0.498,0.000,0.333
0.264204,0.498,0.165,0.000
0.288475,0.498,0.000,0.333
0.243501,0.498,0.000,0.082
0.191935,0.247,0.165,0.000
0.151035,0.247,0.000,0.082
0.213358,0.000,0.165,0.333
0.298362,0.498,0.416,0.000
0.153066,0.247,0.000,0.082
0.216740,0.000,0.416,0.082
0.228865,0.247,0.000,0.333
0.244462,0.498,0.000,0.082
0.259913,0.247,0.416,0.000
0.211709,0.000,0.165,0.333
0.261872,0.498,0.165,0.000
0.190723,0.247,0.165,0.000
0.146606,0.247,0.000,0.082
0.262252,0.498,0.165,0.000
0.241941,0.498,0.000,0.082
0.257792,0.247,0.416,0.000
0.213737,0.000,0.416,0.082
0.193912,0.247,0.165,0.000
0.114983,0.000,0.165,0.082
0.110415,0.000,0.165,0.082
0.242719,0.498,0.000,0.082
0.262010,0.498,0.165,0.000
0.263076,0.498,0.165,0.000
0.243228,0.498,0.000,0.082
0.255366,0.247,0.416,0.000
0.298062,0.000,0.416,0.333
0.260559,0.247,0.416,0.000
0.287644,0.498,0.000,0.333
0.301260,0.498,0.416,0.000
0.242339,0.498,0.000,0.082
0.298232,0.498,0.416,0.000
0.241415,0.498,0.000,0.082
0.289476,0.498,0.000,0.333
0.212316,0.000,0.416,0.082
0.287735,0.498,0.000,0.333
0.261838,0.498,0.165,0.000
0.194560,0.247,0.165,0.000
0.242418,0.498,0.000,0.082
0.260112,0.498,0.165,0.000
0.288473,0.498,0.000,0.333
0.115835,0.000,0.165,0.082
0.211524,0.000,0.165,0.333
0.214609,0.000,0.416,0.082
0.260549,0.498,0.165,0.000
0.297852,0.498,0.416,0.000
0.242876,0.498,0.000,0.082
0.210345,0.000,0.416,0.082
0.263587,0.498,0.165,0.000
0.298825,0.498,0.416,0.000
0.153413,0.247,0.000,0.082
0.290421,0.498,0.000,0.333
0.298479,0.000,0.416,0.333
0.190178,0.247,0.165,0.000
0.119906,0.000,0.165,0.082
0.297337,0.000,0.416,0.333
0.156104,0.247,0.000,0.082
0.264759,0.498,0.165,0.000
0.118698,0.000,0.165,0.082
0.213242,0.000,0.416,0.082
0.243471,0.498,0.000,0.082
0.298006,0.000,0.416,0.333
0.151081,0.247,0.000,0.082
0.258617,0.247,0.416,0.000
0.298192,0.498,0.416,0.000
0.245965,0.498,0.000,0.082
0.217128,0.000,0.416,0.082
0.227956,0.247,0.000,0.333
0.227617,0.247,0.000,0.333
0.289483,0.498,0.000,0.333
0.265238,0.498,0.165,0.000
0.244461,0.498,0.000,0.082
0.298289,0.000,0.416,0.333
0.300056,0.498,0.416,0.000
0.298519,0.000,0.416,0.333
0.194271,0.247,0.165,0.000
0.116270,0.000,0.165,0.082
0.115352,0.000,0.165,0.082
0.296132,0.000,0.416,0.333
0.259481,0.247,0.416,0.000
0.298380,0.498,0.416,0.000
0.289415,0.498,0.000,0.333
0.226283,0.247,0.000,0.333
0.213118,0.000,0.416,0.082
0.257266,0.247,0.416,0.000
0.209504,0.000,0.165,0.333
0.287499,0.498,0.000,0.333
0.260615,0.498,0.165,0.000
0.298358,0.498,0.416,0.000
0.224786,0.247,0.000,0.333
0.215476,0.000,0.416,0.082
0.225674,0.247,0.000,0.333
0.215158,0.000,0.416,0.082
0.260086,0.247,0.416,0.000
0.261777,0.498,0.165,0.000
0.258299,0.247,0.416,0.000
0.299475,0.498,0.416,0.000
0.243985,0.498,0.000,0.082
0.258614,0.247,0.416,0.000
0.228838,0.247,0.000,0.333
0.299546,0.498,0.416,0.000
0.214918,0.000,0.416,0.082
0.243626,0.498,0.000,0.082
0.151830,0.247,0.000,0.082
0.212965,0.000,0.416,0.082
0.243312,0.498,0.000,0.082
0.289893,0.498,0.000,0.333
0.227833,0.247,0.000,0.333
0.191020,0.247,0.165,0.000
0.117842,0.000,0.165,0.082
0.251369,0.247,0.416,0.000
0.259407,0.247,0.416,0.000
0.224005,0.247,0.000,0.333
0.152669,0.247,0.000,0.082
0.213899,0.000,0.416,0.082
0.242861,0.498,0.000,0.082
0.192715,0.247,0.165,0.000
0.210056,0.000,0.165,0.333
0.227144,0.247,0.000,0.333
0.259115,0.247,0.416,0.000
0.194086,0.247,0.165,0.000
0.152008,0.247,0.000,0.082
0.298070,0.498,0.416,0.000
0.244875,0.498,0.000,0.082
0.263718,0.498,0.165,0.000
0.297669,0.498,0.416,0.000
0.210307,0.000,0.165,0.333
0.262009,0.498,0.165,0.000
0.211009,0.000,0.416,0.082
0.260950,0.498,0.165,0.000
0.224256,0.247,0.000,0.333
0.213788,0.000,0.416,0.082
0.261166,0.498,0.165,0.000
0.299140,0.498,0.416,0.000
0.298537,0.000,0.416,0.333
0.207737,0.000,0.416,0.082
0.297807,0.000,0.416,0.333
0.190240,0.247,0.165,0.000
0.297852,0.498,0.416,0.000
0.261461,0.498,0.165,0.000
0.287449,0.498,0.000,0.333
0.259816,0.247,0.416,0.000
0.299306,0.498,0.416,0.000
0.260546,0.498,0.165,0.000
0.298872,0.498,0.416,0.000
0.244052,0.498,0.000,0.082
0.151651,0.247,0.000,0.082
0.297731,0.498,0.416,0.000
0.191316,0.247,0.165,0.000
0.298379,0.498,0.416,0.000
0.244700,0.498,0.000,0.082
0.290632,0.498,0.000,0.333
0.189608,0.247,0.165,0.000
0.257243,0.247,0.416,0.000
0.243554,0.498,0.000,0.082
0.264357,0.498,0.165,0.000
0.211801,0.000,0.165,0.333
0.208862,0.000,0.165,0.333
0.259924,0.498,0.165,0.000
0.226174,0.247,0.000,0.333
0.260951,0.498,0.165,0.000
0.115245,0.000,0.165,0.082
0.296720,0.000,0.416,0.333
0.214885,0.000,0.416,0.082
0.220829,0.247,0.000,0.333
0.212389,0.000,0.416,0.082
0.192287,0.247,0.165,0.000
0.249272,0.498,0.165,0.000
0.227099,0.247,0.000,0.333
0.258901,0.247,0.416,0.000
0.298387,0.000,0.416,0.333
0.192079,0.247,0.165,0.000
0.297617,0.000,0.416,0.333
0.216797,0.000,0.416,0.082
0.297335,0.498,0.416,0.000
0.224290,0.247,0.000,0.333
0.151871,0.247,0.000,0.082
0.261508,0.498,0.165,0.000
0.152043,0.247,0.000,0.082
0.221974,0.247,0.000,0.333
0.114417,0.000,0.165,0.082
0.256593,0.247,0.416,0.000
0.210321,0.000,0.165,0.333
0.241808,0.498,0.000,0.082
0.191449,0.247,0.165,0.000
0.257508,0.247,0.416,0.000
0.289206,0.498,0.000,0.333
0.298447,0.000,0.416,0.333
0.263138,0.498,0.165,0.000
0.298664,0.498,0.416,0.000
0.223130,0.247,0.000,0.333
0.225371,0.247,0.000,0.333
0.288445,0.498,0.000,0.333
0.288431,0.498,0.000,0.333
0.298331,0.498,0.416,0.000
0.189306,0.247,0.165,0.000
0.222112,0.247,0.000,0.333
0.213944,0.000,0.416,0.082
0.241581,0.498,0.000,0.082
0.191334,0.247,0.165,0.000
0.257649,0.247,0.416,0.000
0.240681,0.498,0.000,0.082
0.222455,0.247,0.000,0.333
0.150977,0.247,0.000,0.082
0.285833,0.498,0.000,0.333
0.210506,0.000,0.165,0.333
0.288942,0.498,0.000,0.333
0.149496,0.247,0.000,0.082
0.297188,0.000,0.416,0.333
0.215065,0.000,0.165,0.333
0.288992,0.498,0.000,0.333
0.243374,0.498,0.000,0.082
0.258245,0.247,0.416,0.000
0.215621,0.000,0.416,0.082
0.191107,0.247,0.165,0.000
0.222236,0.247,0.000,0.333
0.259212,0.247,0.416,0.000
0.287048,0.498,0.000,0.333
0.224502,0.247,0.000,0.333
0.297474,0.000,0.416,0.333
0.226323,0.247,0.000,0.333
0.210956,0.000,0.165,0.333
0.213063,0.000,0.416,0.082
0.226182,0.247,0.000,0.333
0.150540,0.247,0.000,0.082
0.298288,0.498,0.416,0.000
0.213323,0.000,0.416,0.082
0.297966,0.498,0.416,0.000
0.190099,0.247,0.165,0.000
0.262203,0.498,0.165,0.000
0.225351,0.247,0.000,0.333
0.153675,0.247,0.000,0.082
0.190206,0.247,0.165,0.000
0.190751,0.247,0.165,0.000
0.209618,0.000,0.416,0.082
0.209793,0.000,0.165,0.333
0.191010,0.247,0.165,0.000
0.223707,0.247,0.000,0.333
0.255485,0.247,0.416,0.000
0.116312,0.000,0.165,0.082
0.297297,0.498,0.416,0.000
0.299032,0.498,0.416,0.000
0.115287,0.000,0.165,0.082
0.286882,0.498,0.000,0.333
0.298659,0.000,0.416,0.333
0.215552,0.000,0.416,0.082
0.297700,0.000,0.416,0.333
