current,R,G,B,rgb unique combination
0.103924, 255, 225,   0,2
0.098987,   0, 225, 195,3
0.103831, 255, 225,   0,2
0.069570,   0,   0,   0,5
0.102084, 255,   0, 195,1
0.103948, 255, 225,   0,2
0.101758, 255,   0, 195,1
0.085292,   0, 225,   0,0
0.088226, 255,   0,   0,6
0.101735, 255,   0, 195,1
0.117736, 255, 225, 195,7
0.099033,   0, 225, 195,3
0.088087, 255,   0,   0,6
0.101782, 255,   0, 195,1
0.069593,   0,   0,   0,5
0.118015, 255, 225, 195,7
0.103831, 255, 225,   0,2
0.101642, 255,   0, 195,1
0.082963,   0,   0, 195,4
0.103948, 255, 225,   0,2
0.099103,   0, 225, 195,3
0.103855, 255, 225,   0,2
0.088133, 255,   0,   0,6
0.103878, 255, 225,   0,2
0.101572, 255,   0, 195,1
0.069547,   0,   0,   0,5
0.088273, 255,   0,   0,6
0.099126,   0, 225, 195,3
0.103878, 255, 225,   0,2
0.099033,   0, 225, 195,3
0.085385,   0, 225,   0,0
0.083195,   0,   0, 195,4
0.117852, 255, 225, 195,7
0.088087, 255,   0,   0,6
0.085338,   0, 225,   0,0
0.083219,   0,   0, 195,4
0.099220,   0, 225, 195,3
0.069570,   0,   0,   0,5
0.099313,   0, 225, 195,3
0.101875, 255,   0, 195,1
0.085338,   0, 225,   0,0
0.117876, 255, 225, 195,7
0.101665, 255,   0, 195,1
0.083149,   0,   0, 195,4
0.099243,   0, 225, 195,3
0.088226, 255,   0,   0,6
0.085361,   0, 225,   0,0
0.117922, 255, 225, 195,7
0.069570,   0,   0,   0,5
0.088273, 255,   0,   0,6
0.099150,   0, 225, 195,3
0.088226, 255,   0,   0,6
0.103994, 255, 225,   0,2
0.082986,   0,   0, 195,4
0.101875, 255,   0, 195,1
0.103948, 255, 225,   0,2
0.098987,   0, 225, 195,3
0.083009,   0,   0, 195,4
0.103994, 255, 225,   0,2
0.069547,   0,   0,   0,5
0.104064, 255, 225,   0,2
0.069570,   0,   0,   0,5
0.104064, 255, 225,   0,2
0.101851, 255,   0, 195,1
0.099057,   0, 225, 195,3
0.085315,   0, 225,   0,0
0.083009,   0,   0, 195,4
0.117899, 255, 225, 195,7
0.098963,   0, 225, 195,3
0.117689, 255, 225, 195,7
0.088087, 255,   0,   0,6
0.069500,   0,   0,   0,5
0.102084, 255,   0, 195,1
0.082963,   0,   0, 195,4
0.117899, 255, 225, 195,7
0.101735, 255,   0, 195,1
0.069547,   0,   0,   0,5
0.117992, 255, 225, 195,7
0.103738, 255, 225,   0,2
0.069640,   0,   0,   0,5
0.099359,   0, 225, 195,3
0.085292,   0, 225,   0,0
0.099080,   0, 225, 195,3
0.103878, 255, 225,   0,2
0.101688, 255,   0, 195,1
0.082986,   0,   0, 195,4
0.101758, 255,   0, 195,1
0.083056,   0,   0, 195,4
0.117899, 255, 225, 195,7
0.069500,   0,   0,   0,5
0.088226, 255,   0,   0,6
0.117759, 255, 225, 195,7
0.082893,   0,   0, 195,4
0.069593,   0,   0,   0,5
0.083009,   0,   0, 195,4
0.085385,   0, 225,   0,0
0.088319, 255,   0,   0,6
0.101945, 255,   0, 195,1
0.103878, 255, 225,   0,2
0.085315,   0, 225,   0,0
0.069547,   0,   0,   0,5
0.101875, 255,   0, 195,1
0.104064, 255, 225,   0,2
0.117620, 255, 225, 195,7
0.069593,   0,   0,   0,5
0.099243,   0, 225, 195,3
0.085501,   0, 225,   0,0
0.117946, 255, 225, 195,7
0.101549, 255,   0, 195,1
0.069570,   0,   0,   0,5
0.101875, 255,   0, 195,1
0.085338,   0, 225,   0,0
0.099057,   0, 225, 195,3
0.085292,   0, 225,   0,0
0.069570,   0,   0,   0,5
0.099266,   0, 225, 195,3
0.103971, 255, 225,   0,2
0.069593,   0,   0,   0,5
0.104087, 255, 225,   0,2
0.069547,   0,   0,   0,5
0.099313,   0, 225, 195,3
0.117852, 255, 225, 195,7
0.098963,   0, 225, 195,3
0.082963,   0,   0, 195,4
0.117852, 255, 225, 195,7
0.098870,   0, 225, 195,3
0.101758, 255,   0, 195,1
0.117713, 255, 225, 195,7
0.088087, 255,   0,   0,6
0.103878, 255, 225,   0,2
0.101619, 255,   0, 195,1
0.069570,   0,   0,   0,5
0.104041, 255, 225,   0,2
0.085361,   0, 225,   0,0
0.101898, 255,   0, 195,1
0.099057,   0, 225, 195,3
0.103878, 255, 225,   0,2
0.117596, 255, 225, 195,7
0.103692, 255, 225,   0,2
0.082963,   0,   0, 195,4
0.103948, 255, 225,   0,2
0.069547,   0,   0,   0,5
0.099313,   0, 225, 195,3
0.069593,   0,   0,   0,5
0.085431,   0, 225,   0,0
0.088273, 255,   0,   0,6
0.083195,   0,   0, 195,4
0.104134, 255, 225,   0,2
0.117620, 255, 225, 195,7
0.085292,   0, 225,   0,0
0.069593,   0,   0,   0,5
0.083056,   0,   0, 195,4
0.104111, 255, 225,   0,2
0.085338,   0, 225,   0,0
0.083032,   0,   0, 195,4
0.099126,   0, 225, 195,3
0.101921, 255,   0, 195,1
0.117713, 255, 225, 195,7
0.082963,   0,   0, 195,4
0.099103,   0, 225, 195,3
0.117806, 255, 225, 195,7
0.083009,   0,   0, 195,4
0.104041, 255, 225,   0,2
0.083242,   0,   0, 195,4
0.085501,   0, 225,   0,0
0.083126,   0,   0, 195,4
0.117969, 255, 225, 195,7
0.069570,   0,   0,   0,5
0.104041, 255, 225,   0,2
0.083009,   0,   0, 195,4
0.069593,   0,   0,   0,5
0.102038, 255,   0, 195,1
0.083195,   0,   0, 195,4
0.099313,   0, 225, 195,3
0.069593,   0,   0,   0,5
0.101852, 255,   0, 195,1
0.083102,   0,   0, 195,4
0.099266,   0, 225, 195,3
0.103971, 255, 225,   0,2
0.069593,   0,   0,   0,5
0.118062, 255, 225, 195,7
0.069593,   0,   0,   0,5
0.102015, 255,   0, 195,1
0.088156, 255,   0,   0,6
0.085455,   0, 225,   0,0
0.104064, 255, 225,   0,2
0.117643, 255, 225, 195,7
0.098870,   0, 225, 195,3
0.088133, 255,   0,   0,6
0.117852, 255, 225, 195,7
0.083149,   0,   0, 195,4
0.101712, 255,   0, 195,1
0.117620, 255, 225, 195,7
0.088017, 255,   0,   0,6
0.085385,   0, 225,   0,0
0.103924, 255, 225,   0,2
0.101758, 255,   0, 195,1
0.088133, 255,   0,   0,6
0.069593,   0,   0,   0,5
0.117969, 255, 225, 195,7
0.099033,   0, 225, 195,3
0.088156, 255,   0,   0,6
0.099126,   0, 225, 195,3
0.103948, 255, 225,   0,2
0.101595, 255,   0, 195,1
0.069593,   0,   0,   0,5
0.085385,   0, 225,   0,0
0.099220,   0, 225, 195,3
0.088226, 255,   0,   0,6
0.085408,   0, 225,   0,0
0.083126,   0,   0, 195,4
0.101758, 255,   0, 195,1
0.069593,   0,   0,   0,5
0.085525,   0, 225,   0,0
0.104018, 255, 225,   0,2
0.083219,   0,   0, 195,4
0.117899, 255, 225, 195,7
0.085292,   0, 225,   0,0
0.101852, 255,   0, 195,1
0.069593,   0,   0,   0,5
0.118062, 255, 225, 195,7
0.085408,   0, 225,   0,0
0.104018, 255, 225,   0,2
0.069547,   0,   0,   0,5
0.104064, 255, 225,   0,2
0.069547,   0,   0,   0,5
0.104134, 255, 225,   0,2
0.088226, 255,   0,   0,6
0.069547,   0,   0,   0,5
0.104227, 255, 225,   0,2
0.099057,   0, 225, 195,3
0.069570,   0,   0,   0,5
0.085431,   0, 225,   0,0
0.099243,   0, 225, 195,3
0.083102,   0,   0, 195,4
0.104064, 255, 225,   0,2
0.117620, 255, 225, 195,7
0.069547,   0,   0,   0,5
0.085361,   0, 225,   0,0
0.088226, 255,   0,   0,6
0.099057,   0, 225, 195,3
0.082916,   0,   0, 195,4
0.117852, 255, 225, 195,7
0.099033,   0, 225, 195,3
0.101619, 255,   0, 195,1
0.085385,   0, 225,   0,0
0.088226, 255,   0,   0,6
0.117759, 255, 225, 195,7
0.069547,   0,   0,   0,5
0.085361,   0, 225,   0,0
0.099103,   0, 225, 195,3
0.101642, 255,   0, 195,1
0.088133, 255,   0,   0,6
0.083102,   0,   0, 195,4
0.101852, 255,   0, 195,1
0.083149,   0,   0, 195,4
0.069500,   0,   0,   0,5
0.088296, 255,   0,   0,6
0.101991, 255,   0, 195,1
0.103971, 255, 225,   0,2
0.099057,   0, 225, 195,3
0.083149,   0,   0, 195,4
0.069570,   0,   0,   0,5
0.085455,   0, 225,   0,0
0.069500,   0,   0,   0,5
0.117922, 255, 225, 195,7
0.101688, 255,   0, 195,1
0.117666, 255, 225, 195,7
0.082963,   0,   0, 195,4
0.069593,   0,   0,   0,5
0.104041, 255, 225,   0,2
0.101642, 255,   0, 195,1
0.117666, 255, 225, 195,7
0.103715, 255, 225,   0,2
0.088087, 255,   0,   0,6
0.101642, 255,   0, 195,1
0.103878, 255, 225,   0,2
0.099010,   0, 225, 195,3
0.069500,   0,   0,   0,5
0.088273, 255,   0,   0,6
0.083009,   0,   0, 195,4
0.088180, 255,   0,   0,6
0.104018, 255, 225,   0,2
0.069547,   0,   0,   0,5
0.101828, 255,   0, 195,1
0.085338,   0, 225,   0,0
0.099103,   0, 225, 195,3
0.103855, 255, 225,   0,2
0.083032,   0,   0, 195,4
0.085478,   0, 225,   0,0
0.069547,   0,   0,   0,5
0.104157, 255, 225,   0,2
0.101921, 255,   0, 195,1
0.103994, 255, 225,   0,2
0.101642, 255,   0, 195,1
0.082963,   0,   0, 195,4
0.085431,   0, 225,   0,0
0.101805, 255,   0, 195,1
0.117620, 255, 225, 195,7
0.069547,   0,   0,   0,5
0.103994, 255, 225,   0,2
0.101595, 255,   0, 195,1
0.088040, 255,   0,   0,6
0.082916,   0,   0, 195,4
0.099080,   0, 225, 195,3
0.101735, 255,   0, 195,1
0.085268,   0, 225,   0,0
0.099057,   0, 225, 195,3
0.101572, 255,   0, 195,1
0.088110, 255,   0,   0,6
0.117736, 255, 225, 195,7
0.101549, 255,   0, 195,1
0.083102,   0,   0, 195,4
0.117806, 255, 225, 195,7
0.103715, 255, 225,   0,2
0.082916,   0,   0, 195,4
0.069547,   0,   0,   0,5
0.083195,   0,   0, 195,4
0.101898, 255,   0, 195,1
0.083009,   0,   0, 195,4
0.088180, 255,   0,   0,6
0.083009,   0,   0, 195,4
0.101852, 255,   0, 195,1
0.083056,   0,   0, 195,4
0.069500,   0,   0,   0,5
0.083009,   0,   0, 195,4
0.104111, 255, 225,   0,2
0.088156, 255,   0,   0,6
0.101782, 255,   0, 195,1
0.088180, 255,   0,   0,6
0.099057,   0, 225, 195,3
0.069593,   0,   0,   0,5
0.083056,   0,   0, 195,4
0.104064, 255, 225,   0,2
0.117713, 255, 225, 195,7
0.088040, 255,   0,   0,6
0.085245,   0, 225,   0,0
0.069500,   0,   0,   0,5
0.085361,   0, 225,   0,0
0.088180, 255,   0,   0,6
0.083219,   0,   0, 195,4
0.088226, 255,   0,   0,6
0.117876, 255, 225, 195,7
0.103692, 255, 225,   0,2
0.082939,   0,   0, 195,4
0.099150,   0, 225, 195,3
0.088180, 255,   0,   0,6
0.101875, 255,   0, 195,1
0.117713, 255, 225, 195,7
0.101525, 255,   0, 195,1
0.069500,   0,   0,   0,5
0.085338,   0, 225,   0,0
0.104064, 255, 225,   0,2
0.088133, 255,   0,   0,6
0.101642, 255,   0, 195,1
0.083079,   0,   0, 195,4
0.088110, 255,   0,   0,6
0.117829, 255, 225, 195,7
0.069547,   0,   0,   0,5
0.117969, 255, 225, 195,7
0.069547,   0,   0,   0,5
0.117969, 255, 225, 195,7
0.069547,   0,   0,   0,5
0.083056,   0,   0, 195,4
0.099243,   0, 225, 195,3
0.088180, 255,   0,   0,6
0.103924, 255, 225,   0,2
0.082986,   0,   0, 195,4
0.085408,   0, 225,   0,0
0.117852, 255, 225, 195,7
0.101665, 255,   0, 195,1
0.117596, 255, 225, 195,7
0.088087, 255,   0,   0,6
0.069524,   0,   0,   0,5
0.083079,   0,   0, 195,4
0.104111, 255, 225,   0,2
0.101642, 255,   0, 195,1
0.103878, 255, 225,   0,2
0.069547,   0,   0,   0,5
0.083056,   0,   0, 195,4
0.117946, 255, 225, 195,7
0.098894,   0, 225, 195,3
0.069547,   0,   0,   0,5
0.099196,   0, 225, 195,3
0.101828, 255,   0, 195,1
0.069547,   0,   0,   0,5
0.101828, 255,   0, 195,1
0.082963,   0,   0, 195,4
0.101828, 255,   0, 195,1
0.085338,   0, 225,   0,0
0.088133, 255,   0,   0,6
0.117852, 255, 225, 195,7
0.088040, 255,   0,   0,6
0.101828, 255,   0, 195,1
0.082893,   0,   0, 195,4
0.069454,   0,   0,   0,5
0.099126,   0, 225, 195,3
0.103924, 255, 225,   0,2
0.069500,   0,   0,   0,5
0.099126,   0, 225, 195,3
0.069477,   0,   0,   0,5
0.099313,   0, 225, 195,3
0.117852, 255, 225, 195,7
0.083079,   0,   0, 195,4
0.088226, 255,   0,   0,6
0.103924, 255, 225,   0,2
0.085245,   0, 225,   0,0
0.103901, 255, 225,   0,2
0.083032,   0,   0, 195,4
0.088180, 255,   0,   0,6
0.085338,   0, 225,   0,0
0.117899, 255, 225, 195,7
0.103761, 255, 225,   0,2
0.101735, 255,   0, 195,1
0.082939,   0,   0, 195,4
0.101828, 255,   0, 195,1
0.117620, 255, 225, 195,7
0.088040, 255,   0,   0,6
0.101595, 255,   0, 195,1
0.082963,   0,   0, 195,4
0.069500,   0,   0,   0,5
0.099290,   0, 225, 195,3
0.101828, 255,   0, 195,1
0.117620, 255, 225, 195,7
0.087993, 255,   0,   0,6
0.069500,   0,   0,   0,5
0.101921, 255,   0, 195,1
0.088087, 255,   0,   0,6
0.101921, 255,   0, 195,1
0.082939,   0,   0, 195,4
0.085315,   0, 225,   0,0
0.101851, 255,   0, 195,1
0.117759, 255, 225, 195,7
0.103692, 255, 225,   0,2
0.082986,   0,   0, 195,4
0.088087, 255,   0,   0,6
0.101642, 255,   0, 195,1
0.085222,   0, 225,   0,0
0.117899, 255, 225, 195,7
0.085222,   0, 225,   0,0
0.088133, 255,   0,   0,6
0.083102,   0,   0, 195,4
0.069500,   0,   0,   0,5
0.101828, 255,   0, 195,1
0.117689, 255, 225, 195,7
0.103738, 255, 225,   0,2
0.101735, 255,   0, 195,1
0.069547,   0,   0,   0,5
0.082986,   0,   0, 195,4
0.101735, 255,   0, 195,1
0.069547,   0,   0,   0,5
0.085338,   0, 225,   0,0
0.088180, 255,   0,   0,6
0.069500,   0,   0,   0,5
0.104087, 255, 225,   0,2
0.085268,   0, 225,   0,0
0.101688, 255,   0, 195,1
0.103785, 255, 225,   0,2
0.069454,   0,   0,   0,5
0.101782, 255,   0, 195,1
0.117620, 255, 225, 195,7
0.087970, 255,   0,   0,6
0.101595, 255,   0, 195,1
0.088087, 255,   0,   0,6
0.069500,   0,   0,   0,5
0.104064, 255, 225,   0,2
0.099150,   0, 225, 195,3
0.088087, 255,   0,   0,6
0.101642, 255,   0, 195,1
0.088063, 255,   0,   0,6
0.098987,   0, 225, 195,3
0.083102,   0,   0, 195,4
0.088180, 255,   0,   0,6
0.099033,   0, 225, 195,3
0.088133, 255,   0,   0,6
0.085268,   0, 225,   0,0
0.083219,   0,   0, 195,4
0.088203, 255,   0,   0,6
0.099150,   0, 225, 195,3
0.103878, 255, 225,   0,2
0.082986,   0,   0, 195,4
0.069500,   0,   0,   0,5
0.083056,   0,   0, 195,4
0.085478,   0, 225,   0,0
0.118039, 255, 225, 195,7
0.103785, 255, 225,   0,2
0.088087, 255,   0,   0,6
0.069547,   0,   0,   0,5
0.117946, 255, 225, 195,7
0.103761, 255, 225,   0,2
0.098963,   0, 225, 195,3
0.101735, 255,   0, 195,1
0.069500,   0,   0,   0,5
0.118039, 255, 225, 195,7
0.069500,   0,   0,   0,5
0.099126,   0, 225, 195,3
0.088133, 255,   0,   0,6
0.083079,   0,   0, 195,4
0.069500,   0,   0,   0,5
0.118132, 255, 225, 195,7
0.083009,   0,   0, 195,4
0.088180, 255,   0,   0,6
0.099057,   0, 225, 195,3
0.103924, 255, 225,   0,2
0.069500,   0,   0,   0,5
0.101852, 255,   0, 195,1
0.103924, 255, 225,   0,2
0.088087, 255,   0,   0,6
0.069500,   0,   0,   0,5
0.117969, 255, 225, 195,7
0.103761, 255, 225,   0,2
0.083009,   0,   0, 195,4
0.098940,   0, 225, 195,3
0.103808, 255, 225,   0,2
0.069454,   0,   0,   0,5
0.083289,   0,   0, 195,4
0.088180, 255,   0,   0,6
0.101921, 255,   0, 195,1
0.082916,   0,   0, 195,4
0.117899, 255, 225, 195,7
0.069547,   0,   0,   0,5
0.118039, 255, 225, 195,7
0.082963,   0,   0, 195,4
0.085292,   0, 225,   0,0
0.103924, 255, 225,   0,2
0.085198,   0, 225,   0,0
0.117783, 255, 225, 195,7
0.069454,   0,   0,   0,5
0.088226, 255,   0,   0,6
0.117852, 255, 225, 195,7
0.099033,   0, 225, 195,3
0.069500,   0,   0,   0,5
0.104041, 255, 225,   0,2
0.117713, 255, 225, 195,7
0.085222,   0, 225,   0,0
0.103878, 255, 225,   0,2
0.083009,   0,   0, 195,4
0.099010,   0, 225, 195,3
0.101688, 255,   0, 195,1
0.069407,   0,   0,   0,5
0.099220,   0, 225, 195,3
0.103901, 255, 225,   0,2
0.117503, 255, 225, 195,7
0.103738, 255, 225,   0,2
0.085198,   0, 225,   0,0
0.083149,   0,   0, 195,4
0.069500,   0,   0,   0,5
0.118085, 255, 225, 195,7
0.103715, 255, 225,   0,2
0.088040, 255,   0,   0,6
0.082963,   0,   0, 195,4
0.085292,   0, 225,   0,0
0.099126,   0, 225, 195,3
0.101782, 255,   0, 195,1
0.069500,   0,   0,   0,5
0.088180, 255,   0,   0,6
0.101642, 255,   0, 195,1
0.098824,   0, 225, 195,3
0.103878, 255, 225,   0,2
0.088087, 255,   0,   0,6
0.099080,   0, 225, 195,3
0.088087, 255,   0,   0,6
0.103924, 255, 225,   0,2
0.085292,   0, 225,   0,0
0.083126,   0,   0, 195,4
0.069500,   0,   0,   0,5
0.085478,   0, 225,   0,0
0.099010,   0, 225, 195,3
0.088110, 255,   0,   0,6
0.101782, 255,   0, 195,1
0.085292,   0, 225,   0,0
0.088133, 255,   0,   0,6
0.082916,   0,   0, 195,4
0.101921, 255,   0, 195,1
0.088133, 255,   0,   0,6
0.099173,   0, 225, 195,3
0.117596, 255, 225, 195,7
0.085292,   0, 225,   0,0
0.103901, 255, 225,   0,2
0.117596, 255, 225, 195,7
0.085222,   0, 225,   0,0
0.117783, 255, 225, 195,7
0.069500,   0,   0,   0,5
0.083219,   0,   0, 195,4
0.117759, 255, 225, 195,7
0.082869,   0,   0, 195,4
0.069524,   0,   0,   0,5
0.101828, 255,   0, 195,1
0.117689, 255, 225, 195,7
0.098894,   0, 225, 195,3
0.069477,   0,   0,   0,5
0.103994, 255, 225,   0,2
0.088087, 255,   0,   0,6
0.082916,   0,   0, 195,4
0.099103,   0, 225, 195,3
0.103924, 255, 225,   0,2
0.117573, 255, 225, 195,7
0.085175,   0, 225,   0,0
0.117689, 255, 225, 195,7
0.082893,   0,   0, 195,4
0.088087, 255,   0,   0,6
0.069454,   0,   0,   0,5
0.085338,   0, 225,   0,0
0.103924, 255, 225,   0,2
0.088087, 255,   0,   0,6
0.098940,   0, 225, 195,3
0.069454,   0,   0,   0,5
0.103994, 255, 225,   0,2
0.069407,   0,   0,   0,5
0.117922, 255, 225, 195,7
0.083009,   0,   0, 195,4
0.069454,   0,   0,   0,5
0.088226, 255,   0,   0,6
0.069500,   0,   0,   0,5
0.099290,   0, 225, 195,3
0.101991, 255,   0, 195,1
0.103808, 255, 225,   0,2
0.117666, 255, 225, 195,7
0.069454,   0,   0,   0,5
0.085431,   0, 225,   0,0
0.088180, 255,   0,   0,6
0.082963,   0,   0, 195,4
0.117852, 255, 225, 195,7
0.103831, 255, 225,   0,2
0.088087, 255,   0,   0,6
0.098940,   0, 225, 195,3
0.117689, 255, 225, 195,7
0.087993, 255,   0,   0,6
0.098940,   0, 225, 195,3
0.085315,   0, 225,   0,0
0.101782, 255,   0, 195,1
0.069454,   0,   0,   0,5
0.088133, 255,   0,   0,6
0.083079,   0,   0, 195,4
0.069407,   0,   0,   0,5
0.104041, 255, 225,   0,2
0.088040, 255,   0,   0,6
0.101758, 255,   0, 195,1
0.103785, 255, 225,   0,2
0.101642, 255,   0, 195,1
0.103785, 255, 225,   0,2
0.117573, 255, 225, 195,7
0.069454,   0,   0,   0,5
0.101758, 255,   0, 195,1
0.088040, 255,   0,   0,6
0.098894,   0, 225, 195,3
0.117666, 255, 225, 195,7
0.101502, 255,   0, 195,1
0.088017, 255,   0,   0,6
0.098917,   0, 225, 195,3
0.069454,   0,   0,   0,5
0.082869,   0,   0, 195,4
0.101688, 255,   0, 195,1
0.069454,   0,   0,   0,5
0.101782, 255,   0, 195,1
0.083149,   0,   0, 195,4
0.103924, 255, 225,   0,2
0.117666, 255, 225, 195,7
0.087947, 255,   0,   0,6
0.098987,   0, 225, 195,3
0.117620, 255, 225, 195,7
0.098824,   0, 225, 195,3
0.101525, 255,   0, 195,1
0.082869,   0,   0, 195,4
0.088133, 255,   0,   0,6
0.101735, 255,   0, 195,1
0.099080,   0, 225, 195,3
0.085268,   0, 225,   0,0
0.088133, 255,   0,   0,6
0.103971, 255, 225,   0,2
0.085268,   0, 225,   0,0
0.117783, 255, 225, 195,7
0.103715, 255, 225,   0,2
0.117643, 255, 225, 195,7
0.103622, 255, 225,   0,2
0.085338,   0, 225,   0,0
0.099033,   0, 225, 195,3
0.103761, 255, 225,   0,2
0.088017, 255,   0,   0,6
0.103785, 255, 225,   0,2
0.098917,   0, 225, 195,3
0.117573, 255, 225, 195,7
0.103692, 255, 225,   0,2
0.082986,   0,   0, 195,4
0.099033,   0, 225, 195,3
0.082986,   0,   0, 195,4
0.085361,   0, 225,   0,0
0.117689, 255, 225, 195,7
0.098963,   0, 225, 195,3
0.069500,   0,   0,   0,5
0.088133, 255,   0,   0,6
0.083009,   0,   0, 195,4
0.101735, 255,   0, 195,1
0.069500,   0,   0,   0,5
0.083009,   0,   0, 195,4
0.088226, 255,   0,   0,6
0.085338,   0, 225,   0,0
0.101898, 255,   0, 195,1
0.117643, 255, 225, 195,7
0.101665, 255,   0, 195,1
0.069500,   0,   0,   0,5
0.099103,   0, 225, 195,3
0.103971, 255, 225,   0,2
0.117526, 255, 225, 195,7
0.103668, 255, 225,   0,2
0.117526, 255, 225, 195,7
0.085059,   0, 225,   0,0
0.103808, 255, 225,   0,2
0.088040, 255,   0,   0,6
0.099080,   0, 225, 195,3
0.082963,   0,   0, 195,4
0.088180, 255,   0,   0,6
0.085222,   0, 225,   0,0
0.117736, 255, 225, 195,7
0.069454,   0,   0,   0,5
0.103924, 255, 225,   0,2
0.082846,   0,   0, 195,4
0.088087, 255,   0,   0,6
0.103855, 255, 225,   0,2
0.098870,   0, 225, 195,3
0.101619, 255,   0, 195,1
0.082799,   0,   0, 195,4
0.085292,   0, 225,   0,0
0.117666, 255, 225, 195,7
0.088063, 255,   0,   0,6
0.099033,   0, 225, 195,3
0.085292,   0, 225,   0,0
0.088133, 255,   0,   0,6
0.069500,   0,   0,   0,5
0.104041, 255, 225,   0,2
0.088133, 255,   0,   0,6
0.103878, 255, 225,   0,2
0.099010,   0, 225, 195,3
0.085245,   0, 225,   0,0
0.088133, 255,   0,   0,6
0.103971, 255, 225,   0,2
0.088040, 255,   0,   0,6
0.117689, 255, 225, 195,7
0.098963,   0, 225, 195,3
0.082916,   0,   0, 195,4
0.085292,   0, 225,   0,0
0.082916,   0,   0, 195,4
0.088087, 255,   0,   0,6
0.083172,   0,   0, 195,4
0.069477,   0,   0,   0,5
0.099126,   0, 225, 195,3
0.083242,   0,   0, 195,4
0.088180, 255,   0,   0,6
0.085245,   0, 225,   0,0
0.117759, 255, 225, 195,7
0.101502, 255,   0, 195,1
0.098870,   0, 225, 195,3
0.101712, 255,   0, 195,1
0.085198,   0, 225,   0,0
0.088133, 255,   0,   0,6
0.099080,   0, 225, 195,3
0.069454,   0,   0,   0,5
0.104018, 255, 225,   0,2
0.101735, 255,   0, 195,1
0.083079,   0,   0, 195,4
0.088180, 255,   0,   0,6
0.069547,   0,   0,   0,5
0.083079,   0,   0, 195,4
0.085338,   0, 225,   0,0
0.117899, 255, 225, 195,7
0.069454,   0,   0,   0,5
0.083079,   0,   0, 195,4
0.069407,   0,   0,   0,5
0.101828, 255,   0, 195,1
0.069454,   0,   0,   0,5
0.088180, 255,   0,   0,6
0.085385,   0, 225,   0,0
0.083009,   0,   0, 195,4
0.101735, 255,   0, 195,1
0.088087, 255,   0,   0,6
0.103924, 255, 225,   0,2
0.083079,   0,   0, 195,4
0.069407,   0,   0,   0,5
0.088203, 255,   0,   0,6
0.069361,   0,   0,   0,5
0.118015, 255, 225, 195,7
0.101642, 255,   0, 195,1
0.082846,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.117596, 255, 225, 195,7
0.085059,   0, 225,   0,0
0.069361,   0,   0,   0,5
0.085338,   0, 225,   0,0
0.103785, 255, 225,   0,2
0.069384,   0,   0,   0,5
0.104018, 255, 225,   0,2
0.069361,   0,   0,   0,5
0.099033,   0, 225, 195,3
0.103761, 255, 225,   0,2
0.082799,   0,   0, 195,4
0.103831, 255, 225,   0,2
0.117550, 255, 225, 195,7
0.101362, 255,   0, 195,1
0.082730,   0,   0, 195,4
0.085245,   0, 225,   0,0
0.117806, 255, 225, 195,7
0.085059,   0, 225,   0,0
0.087993, 255,   0,   0,6
0.117526, 255, 225, 195,7
0.082753,   0,   0, 195,4
0.069291,   0,   0,   0,5
0.103994, 255, 225,   0,2
0.087947, 255,   0,   0,6
0.085198,   0, 225,   0,0
0.082893,   0,   0, 195,4
0.103831, 255, 225,   0,2
0.101456, 255,   0, 195,1
0.098731,   0, 225, 195,3
0.082683,   0,   0, 195,4
0.085152,   0, 225,   0,0
0.087993, 255,   0,   0,6
0.103738, 255, 225,   0,2
0.117480, 255, 225, 195,7
0.103575, 255, 225,   0,2
0.117293, 255, 225, 195,7
0.101362, 255,   0, 195,1
0.103668, 255, 225,   0,2
0.087900, 255,   0,   0,6
0.103668, 255, 225,   0,2
0.101456, 255,   0, 195,1
0.098824,   0, 225, 195,3
0.101619, 255,   0, 195,1
0.069361,   0,   0,   0,5
0.101828, 255,   0, 195,1
0.082963,   0,   0, 195,4
0.117806, 255, 225, 195,7
0.069407,   0,   0,   0,5
0.085292,   0, 225,   0,0
0.069361,   0,   0,   0,5
0.101688, 255,   0, 195,1
0.085198,   0, 225,   0,0
0.088040, 255,   0,   0,6
0.069454,   0,   0,   0,5
0.099010,   0, 225, 195,3
0.101572, 255,   0, 195,1
0.098847,   0, 225, 195,3
0.082916,   0,   0, 195,4
0.101619, 255,   0, 195,1
0.103785, 255, 225,   0,2
0.069361,   0,   0,   0,5
0.117899, 255, 225, 195,7
0.103645, 255, 225,   0,2
0.098894,   0, 225, 195,3
0.117433, 255, 225, 195,7
0.082939,   0,   0, 195,4
0.069361,   0,   0,   0,5
0.101828, 255,   0, 195,1
0.069314,   0,   0,   0,5
0.082846,   0,   0, 195,4
0.117689, 255, 225, 195,7
0.087947, 255,   0,   0,6
0.085152,   0, 225,   0,0
0.103948, 255, 225,   0,2
0.082869,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.085152,   0, 225,   0,0
0.088087, 255,   0,   0,6
0.101642, 255,   0, 195,1
0.082963,   0,   0, 195,4
0.101828, 255,   0, 195,1
0.098870,   0, 225, 195,3
0.082823,   0,   0, 195,4
0.101665, 255,   0, 195,1
0.103692, 255, 225,   0,2
0.085245,   0, 225,   0,0
0.117666, 255, 225, 195,7
0.101525, 255,   0, 195,1
0.098847,   0, 225, 195,3
0.082776,   0,   0, 195,4
