current,R,G,B,rgb unique combination
0.085152,   0, 225,   0,0
0.098894,   0, 225, 195,3
0.103761, 255, 225,   0,2
0.085082,   0, 225,   0,0
0.101688, 255,   0, 195,1
0.103668, 255, 225,   0,2
0.117480, 255, 225, 195,7
0.101432, 255,   0, 195,1
0.098707,   0, 225, 195,3
0.085198,   0, 225,   0,0
0.103715, 255, 225,   0,2
0.082869,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.082776,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.098963,   0, 225, 195,3
0.083009,   0,   0, 195,4
0.085198,   0, 225,   0,0
0.103831, 255, 225,   0,2
0.101502, 255,   0, 195,1
0.082869,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.085152,   0, 225,   0,0
0.088040, 255,   0,   0,6
0.085292,   0, 225,   0,0
0.117759, 255, 225, 195,7
0.103692, 255, 225,   0,2
0.082799,   0,   0, 195,4
0.069314,   0,   0,   0,5
0.117899, 255, 225, 195,7
0.085198,   0, 225,   0,0
0.117573, 255, 225, 195,7
0.069361,   0,   0,   0,5
0.117829, 255, 225, 195,7
0.082823,   0,   0, 195,4
0.069361,   0,   0,   0,5
0.099057,   0, 225, 195,3
0.088040, 255,   0,   0,6
0.069361,   0,   0,   0,5
0.082939,   0,   0, 195,4
0.085222,   0, 225,   0,0
0.069361,   0,   0,   0,5
0.085431,   0, 225,   0,0
0.088087, 255,   0,   0,6
0.082893,   0,   0, 195,4
0.088087, 255,   0,   0,6
0.101595, 255,   0, 195,1
0.069337,   0,   0,   0,5
0.103924, 255, 225,   0,2
0.098824,   0, 225, 195,3
0.103738, 255, 225,   0,2
0.087947, 255,   0,   0,6
0.082823,   0,   0, 195,4
0.099033,   0, 225, 195,3
0.087993, 255,   0,   0,6
0.117666, 255, 225, 195,7
0.082986,   0,   0, 195,4
0.087970, 255,   0,   0,6
0.069314,   0,   0,   0,5
0.099033,   0, 225, 195,3
0.085245,   0, 225,   0,0
0.082799,   0,   0, 195,4
0.117829, 255, 225, 195,7
0.098847,   0, 225, 195,3
0.069430,   0,   0,   0,5
0.101852, 255,   0, 195,1
0.069407,   0,   0,   0,5
0.117852, 255, 225, 195,7
0.087947, 255,   0,   0,6
0.101572, 255,   0, 195,1
0.103738, 255, 225,   0,2
0.101572, 255,   0, 195,1
0.085152,   0, 225,   0,0
0.069407,   0,   0,   0,5
0.117876, 255, 225, 195,7
0.085152,   0, 225,   0,0
0.099103,   0, 225, 195,3
0.069361,   0,   0,   0,5
0.083149,   0,   0, 195,4
0.117783, 255, 225, 195,7
0.087993, 255,   0,   0,6
0.101665, 255,   0, 195,1
0.103785, 255, 225,   0,2
0.069384,   0,   0,   0,5
0.083009,   0,   0, 195,4
0.117783, 255, 225, 195,7
0.103645, 255, 225,   0,2
0.117620, 255, 225, 195,7
0.101409, 255,   0, 195,1
0.085198,   0, 225,   0,0
0.088040, 255,   0,   0,6
0.117666, 255, 225, 195,7
0.082916,   0,   0, 195,4
0.101688, 255,   0, 195,1
0.082846,   0,   0, 195,4
0.117689, 255, 225, 195,7
0.082986,   0,   0, 195,4
0.103831, 255, 225,   0,2
0.098894,   0, 225, 195,3
0.101572, 255,   0, 195,1
0.085175,   0, 225,   0,0
0.101688, 255,   0, 195,1
0.069407,   0,   0,   0,5
0.117899, 255, 225, 195,7
0.069407,   0,   0,   0,5
0.103924, 255, 225,   0,2
0.087993, 255,   0,   0,6
0.101758, 255,   0, 195,1
0.117573, 255, 225, 195,7
0.082799,   0,   0, 195,4
0.103808, 255, 225,   0,2
0.069407,   0,   0,   0,5
0.101921, 255,   0, 195,1
0.099080,   0, 225, 195,3
0.085198,   0, 225,   0,0
0.117689, 255, 225, 195,7
0.101432, 255,   0, 195,1
0.117410, 255, 225, 195,7
0.101525, 255,   0, 195,1
0.117410, 255, 225, 195,7
0.087900, 255,   0,   0,6
0.069361,   0,   0,   0,5
0.088087, 255,   0,   0,6
0.117713, 255, 225, 195,7
0.069361,   0,   0,   0,5
0.088087, 255,   0,   0,6
0.085198,   0, 225,   0,0
0.069407,   0,   0,   0,5
0.085338,   0, 225,   0,0
0.099103,   0, 225, 195,3
0.085338,   0, 225,   0,0
0.069407,   0,   0,   0,5
0.082963,   0,   0, 195,4
0.099150,   0, 225, 195,3
0.085245,   0, 225,   0,0
0.103971, 255, 225,   0,2
0.085245,   0, 225,   0,0
0.117689, 255, 225, 195,7
0.098870,   0, 225, 195,3
0.082963,   0,   0, 195,4
0.088087, 255,   0,   0,6
0.085175,   0, 225,   0,0
0.088087, 255,   0,   0,6
0.099033,   0, 225, 195,3
0.069361,   0,   0,   0,5
0.101805, 255,   0, 195,1
0.088087, 255,   0,   0,6
0.082986,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.117666, 255, 225, 195,7
0.087947, 255,   0,   0,6
0.101805, 255,   0, 195,1
0.098987,   0, 225, 195,3
0.117573, 255, 225, 195,7
0.087924, 255,   0,   0,6
0.103738, 255, 225,   0,2
0.117526, 255, 225, 195,7
0.085105,   0, 225,   0,0
0.069407,   0,   0,   0,5
0.101758, 255,   0, 195,1
0.103761, 255, 225,   0,2
0.069361,   0,   0,   0,5
0.082916,   0,   0, 195,4
0.103971, 255, 225,   0,2
0.085292,   0, 225,   0,0
0.103924, 255, 225,   0,2
0.069407,   0,   0,   0,5
0.101921, 255,   0, 195,1
0.103738, 255, 225,   0,2
0.101642, 255,   0, 195,1
0.082986,   0,   0, 195,4
0.101805, 255,   0, 195,1
0.082986,   0,   0, 195,4
0.101619, 255,   0, 195,1
0.088040, 255,   0,   0,6
0.085245,   0, 225,   0,0
0.088040, 255,   0,   0,6
0.117713, 255, 225, 195,7
0.087947, 255,   0,   0,6
0.098963,   0, 225, 195,3
0.117643, 255, 225, 195,7
0.082776,   0,   0, 195,4
0.085198,   0, 225,   0,0
0.103808, 255, 225,   0,2
0.085082,   0, 225,   0,0
0.069361,   0,   0,   0,5
0.085315,   0, 225,   0,0
0.083032,   0,   0, 195,4
0.103901, 255, 225,   0,2
0.117503, 255, 225, 195,7
0.101409, 255,   0, 195,1
0.098894,   0, 225, 195,3
0.117550, 255, 225, 195,7
0.082776,   0,   0, 195,4
0.098917,   0, 225, 195,3
0.083079,   0,   0, 195,4
0.069361,   0,   0,   0,5
0.117899, 255, 225, 195,7
0.103598, 255, 225,   0,2
0.085175,   0, 225,   0,0
0.117596, 255, 225, 195,7
0.082963,   0,   0, 195,4
0.098987,   0, 225, 195,3
0.069361,   0,   0,   0,5
0.088087, 255,   0,   0,6
0.098940,   0, 225, 195,3
0.088040, 255,   0,   0,6
0.098940,   0, 225, 195,3
0.082963,   0,   0, 195,4
0.088087, 255,   0,   0,6
0.085198,   0, 225,   0,0
0.088063, 255,   0,   0,6
0.082846,   0,   0, 195,4
0.088087, 255,   0,   0,6
0.101688, 255,   0, 195,1
0.103785, 255, 225,   0,2
0.085175,   0, 225,   0,0
0.103901, 255, 225,   0,2
0.085198,   0, 225,   0,0
0.101595, 255,   0, 195,1
0.083009,   0,   0, 195,4
0.101782, 255,   0, 195,1
0.082799,   0,   0, 195,4
0.069361,   0,   0,   0,5
0.101828, 255,   0, 195,1
0.085198,   0, 225,   0,0
0.101782, 255,   0, 195,1
0.117503, 255, 225, 195,7
0.101409, 255,   0, 195,1
0.087947, 255,   0,   0,6
0.098894,   0, 225, 195,3
0.069407,   0,   0,   0,5
0.117852, 255, 225, 195,7
0.098870,   0, 225, 195,3
0.082776,   0,   0, 195,4
0.101642, 255,   0, 195,1
0.085129,   0, 225,   0,0
0.103761, 255, 225,   0,2
0.098824,   0, 225, 195,3
0.101502, 255,   0, 195,1
0.085198,   0, 225,   0,0
0.088040, 255,   0,   0,6
0.117713, 255, 225, 195,7
0.082963,   0,   0, 195,4
0.117713, 255, 225, 195,7
0.101479, 255,   0, 195,1
0.087900, 255,   0,   0,6
0.069337,   0,   0,   0,5
0.103948, 255, 225,   0,2
0.101619, 255,   0, 195,1
0.117526, 255, 225, 195,7
0.098754,   0, 225, 195,3
0.087947, 255,   0,   0,6
0.069361,   0,   0,   0,5
0.103924, 255, 225,   0,2
0.117550, 255, 225, 195,7
0.103622, 255, 225,   0,2
0.087947, 255,   0,   0,6
0.117620, 255, 225, 195,7
0.087854, 255,   0,   0,6
0.101665, 255,   0, 195,1
0.085152,   0, 225,   0,0
0.069361,   0,   0,   0,5
0.088087, 255,   0,   0,6
0.069337,   0,   0,   0,5
0.101805, 255,   0, 195,1
0.082916,   0,   0, 195,4
0.103878, 255, 225,   0,2
0.069361,   0,   0,   0,5
0.088133, 255,   0,   0,6
0.103948, 255, 225,   0,2
0.117596, 255, 225, 195,7
0.082776,   0,   0, 195,4
0.085245,   0, 225,   0,0
0.098963,   0, 225, 195,3
0.101595, 255,   0, 195,1
0.087947, 255,   0,   0,6
0.099010,   0, 225, 195,3
0.087993, 255,   0,   0,6
0.098894,   0, 225, 195,3
0.103785, 255, 225,   0,2
0.085222,   0, 225,   0,0
0.117620, 255, 225, 195,7
0.069384,   0,   0,   0,5
0.101921, 255,   0, 195,1
0.103785, 255, 225,   0,2
0.098754,   0, 225, 195,3
0.101619, 255,   0, 195,1
0.087993, 255,   0,   0,6
0.069384,   0,   0,   0,5
0.099173,   0, 225, 195,3
0.082776,   0,   0, 195,4
0.101828, 255,   0, 195,1
0.117620, 255, 225, 195,7
0.101479, 255,   0, 195,1
0.069384,   0,   0,   0,5
0.101945, 255,   0, 195,1
0.099033,   0, 225, 195,3
0.087993, 255,   0,   0,6
0.085292,   0, 225,   0,0
0.083102,   0,   0, 195,4
0.117666, 255, 225, 195,7
0.101525, 255,   0, 195,1
0.117526, 255, 225, 195,7
0.098754,   0, 225, 195,3
0.117550, 255, 225, 195,7
0.087900, 255,   0,   0,6
0.117480, 255, 225, 195,7
0.098707,   0, 225, 195,3
0.082869,   0,   0, 195,4
0.087993, 255,   0,   0,6
0.117643, 255, 225, 195,7
0.098800,   0, 225, 195,3
0.069407,   0,   0,   0,5
0.082986,   0,   0, 195,4
0.088087, 255,   0,   0,6
0.099103,   0, 225, 195,3
0.069407,   0,   0,   0,5
0.088180, 255,   0,   0,6
0.101828, 255,   0, 195,1
0.103831, 255, 225,   0,2
0.085198,   0, 225,   0,0
0.088040, 255,   0,   0,6
0.117620, 255, 225, 195,7
0.087947, 255,   0,   0,6
0.117573, 255, 225, 195,7
0.069407,   0,   0,   0,5
0.117736, 255, 225, 195,7
0.069384,   0,   0,   0,5
0.103924, 255, 225,   0,2
0.117503, 255, 225, 195,7
0.087947, 255,   0,   0,6
0.099010,   0, 225, 195,3
0.103738, 255, 225,   0,2
0.117503, 255, 225, 195,7
0.069407,   0,   0,   0,5
0.082823,   0,   0, 195,4
0.069407,   0,   0,   0,5
0.085245,   0, 225,   0,0
0.083149,   0,   0, 195,4
0.101642, 255,   0, 195,1
0.088040, 255,   0,   0,6
0.085198,   0, 225,   0,0
0.117829, 255, 225, 195,7
0.085198,   0, 225,   0,0
0.088040, 255,   0,   0,6
0.101595, 255,   0, 195,1
0.103692, 255, 225,   0,2
0.101479, 255,   0, 195,1
0.082869,   0,   0, 195,4
0.103878, 255, 225,   0,2
0.082869,   0,   0, 195,4
0.117806, 255, 225, 195,7
0.101432, 255,   0, 195,1
0.082799,   0,   0, 195,4
0.085361,   0, 225,   0,0
0.082986,   0,   0, 195,4
0.101642, 255,   0, 195,1
0.117573, 255, 225, 195,7
0.069407,   0,   0,   0,5
0.088087, 255,   0,   0,6
0.101642, 255,   0, 195,1
0.069407,   0,   0,   0,5
0.083149,   0,   0, 195,4
0.069361,   0,   0,   0,5
0.088133, 255,   0,   0,6
0.101735, 255,   0, 195,1
0.088040, 255,   0,   0,6
0.117713, 255, 225, 195,7
0.085152,   0, 225,   0,0
0.088040, 255,   0,   0,6
0.085315,   0, 225,   0,0
0.117759, 255, 225, 195,7
0.098731,   0, 225, 195,3
0.082893,   0,   0, 195,4
0.117689, 255, 225, 195,7
0.069407,   0,   0,   0,5
0.088087, 255,   0,   0,6
0.069384,   0,   0,   0,5
0.117922, 255, 225, 195,7
0.082776,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.103785, 255, 225,   0,2
0.098847,   0, 225, 195,3
0.082823,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.117620, 255, 225, 195,7
0.103505, 255, 225,   0,2
0.069267,   0,   0,   0,5
0.103924, 255, 225,   0,2
0.087947, 255,   0,   0,6
0.082730,   0,   0, 195,4
0.117643, 255, 225, 195,7
0.101432, 255,   0, 195,1
0.103575, 255, 225,   0,2
0.117456, 255, 225, 195,7
0.085105,   0, 225,   0,0
0.087900, 255,   0,   0,6
0.085059,   0, 225,   0,0
0.098940,   0, 225, 195,3
0.103692, 255, 225,   0,2
0.098847,   0, 225, 195,3
0.082799,   0,   0, 195,4
0.087993, 255,   0,   0,6
0.101712, 255,   0, 195,1
0.085105,   0, 225,   0,0
0.082823,   0,   0, 195,4
0.101758, 255,   0, 195,1
0.103785, 255, 225,   0,2
0.085105,   0, 225,   0,0
0.117643, 255, 225, 195,7
0.087854, 255,   0,   0,6
0.098894,   0, 225, 195,3
0.082963,   0,   0, 195,4
0.085175,   0, 225,   0,0
0.088040, 255,   0,   0,6
0.101805, 255,   0, 195,1
0.098894,   0, 225, 195,3
0.085129,   0, 225,   0,0
0.088040, 255,   0,   0,6
0.117596, 255, 225, 195,7
0.082753,   0,   0, 195,4
0.117643, 255, 225, 195,7
0.069361,   0,   0,   0,5
0.101828, 255,   0, 195,1
0.069361,   0,   0,   0,5
0.103878, 255, 225,   0,2
0.082823,   0,   0, 195,4
0.117620, 255, 225, 195,7
0.069337,   0,   0,   0,5
0.103855, 255, 225,   0,2
0.101525, 255,   0, 195,1
0.117433, 255, 225, 195,7
0.098754,   0, 225, 195,3
0.085082,   0, 225,   0,0
0.087993, 255,   0,   0,6
0.085198,   0, 225,   0,0
0.098847,   0, 225, 195,3
0.087993, 255,   0,   0,6
0.069314,   0,   0,   0,5
0.085198,   0, 225,   0,0
0.101549, 255,   0, 195,1
0.103668, 255, 225,   0,2
0.101595, 255,   0, 195,1
0.117526, 255, 225, 195,7
0.101362, 255,   0, 195,1
0.103692, 255, 225,   0,2
0.087900, 255,   0,   0,6
0.082776,   0,   0, 195,4
0.103785, 255, 225,   0,2
0.117503, 255, 225, 195,7
0.082706,   0,   0, 195,4
0.103785, 255, 225,   0,2
0.087947, 255,   0,   0,6
0.103785, 255, 225,   0,2
0.085059,   0, 225,   0,0
0.099080,   0, 225, 195,3
0.117480, 255, 225, 195,7
0.103505, 255, 225,   0,2
0.117433, 255, 225, 195,7
0.082846,   0,   0, 195,4
0.117550, 255, 225, 195,7
0.087900, 255,   0,   0,6
0.098847,   0, 225, 195,3
0.082963,   0,   0, 195,4
0.101619, 255,   0, 195,1
0.117480, 255, 225, 195,7
0.069407,   0,   0,   0,5
0.088017, 255,   0,   0,6
0.101595, 255,   0, 195,1
0.098870,   0, 225, 195,3
0.101665, 255,   0, 195,1
0.069384,   0,   0,   0,5
0.098963,   0, 225, 195,3
0.087993, 255,   0,   0,6
0.101549, 255,   0, 195,1
0.098800,   0, 225, 195,3
0.117666, 255, 225, 195,7
0.085105,   0, 225,   0,0
0.117643, 255, 225, 195,7
0.069361,   0,   0,   0,5
0.103831, 255, 225,   0,2
0.085152,   0, 225,   0,0
0.069361,   0,   0,   0,5
0.099010,   0, 225, 195,3
0.101619, 255,   0, 195,1
0.117550, 255, 225, 195,7
0.101409, 255,   0, 195,1
0.098754,   0, 225, 195,3
0.085175,   0, 225,   0,0
0.069407,   0,   0,   0,5
0.082963,   0,   0, 195,4
0.117759, 255, 225, 195,7
0.082986,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.103738, 255, 225,   0,2
0.098800,   0, 225, 195,3
0.069314,   0,   0,   0,5
0.099033,   0, 225, 195,3
0.101549, 255,   0, 195,1
0.082869,   0,   0, 195,4
0.069314,   0,   0,   0,5
0.088087, 255,   0,   0,6
0.103855, 255, 225,   0,2
0.082730,   0,   0, 195,4
0.069314,   0,   0,   0,5
0.117806, 255, 225, 195,7
0.098847,   0, 225, 195,3
0.101665, 255,   0, 195,1
0.082869,   0,   0, 195,4
0.101805, 255,   0, 195,1
0.098870,   0, 225, 195,3
0.103692, 255, 225,   0,2
0.085082,   0, 225,   0,0
0.117666, 255, 225, 195,7
0.103598, 255, 225,   0,2
0.101595, 255,   0, 195,1
0.117433, 255, 225, 195,7
0.098637,   0, 225, 195,3
0.069337,   0,   0,   0,5
0.101595, 255,   0, 195,1
0.085082,   0, 225,   0,0
0.069361,   0,   0,   0,5
0.104018, 255, 225,   0,2
0.087947, 255,   0,   0,6
0.098894,   0, 225, 195,3
0.082823,   0,   0, 195,4
0.103761, 255, 225,   0,2
0.085175,   0, 225,   0,0
0.117689, 255, 225, 195,7
0.069337,   0,   0,   0,5
0.103878, 255, 225,   0,2
0.085152,   0, 225,   0,0
0.069407,   0,   0,   0,5
0.085292,   0, 225,   0,0
0.103808, 255, 225,   0,2
0.082776,   0,   0, 195,4
0.117666, 255, 225, 195,7
0.069314,   0,   0,   0,5
0.082869,   0,   0, 195,4
0.088087, 255,   0,   0,6
0.069361,   0,   0,   0,5
0.082846,   0,   0, 195,4
0.069314,   0,   0,   0,5
0.104018, 255, 225,   0,2
0.082939,   0,   0, 195,4
0.087970, 255,   0,   0,6
0.082730,   0,   0, 195,4
0.117736, 255, 225, 195,7
0.069267,   0,   0,   0,5
0.099126,   0, 225, 195,3
0.087993, 255,   0,   0,6
0.101595, 255,   0, 195,1
0.117526, 255, 225, 195,7
0.101269, 255,   0, 195,1
0.082706,   0,   0, 195,4
0.087993, 255,   0,   0,6
0.085105,   0, 225,   0,0
0.098917,   0, 225, 195,3
0.117480, 255, 225, 195,7
0.101409, 255,   0, 195,1
0.117387, 255, 225, 195,7
0.103528, 255, 225,   0,2
0.085059,   0, 225,   0,0
0.103692, 255, 225,   0,2
0.069314,   0,   0,   0,5
0.098987,   0, 225, 195,3
0.085198,   0, 225,   0,0
0.082776,   0,   0, 195,4
0.101758, 255,   0, 195,1
0.085152,   0, 225,   0,0
0.117689, 255, 225, 195,7
0.087900, 255,   0,   0,6
0.098894,   0, 225, 195,3
0.103598, 255, 225,   0,2
0.082730,   0,   0, 195,4
0.085198,   0, 225,   0,0
0.117666, 255, 225, 195,7
0.082799,   0,   0, 195,4
0.085105,   0, 225,   0,0
0.103855, 255, 225,   0,2
0.082846,   0,   0, 195,4
0.085129,   0, 225,   0,0
0.069361,   0,   0,   0,5
0.117969, 255, 225, 195,7
0.069314,   0,   0,   0,5
0.088040, 255,   0,   0,6
0.117620, 255, 225, 195,7
0.103598, 255, 225,   0,2
0.117363, 255, 225, 195,7
0.082730,   0,   0, 195,4
0.117643, 255, 225, 195,7
0.098824,   0, 225, 195,3
0.069314,   0,   0,   0,5
0.117713, 255, 225, 195,7
0.103505, 255, 225,   0,2
0.069314,   0,   0,   0,5
0.098940,   0, 225, 195,3
0.082823,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.101502, 255,   0, 195,1
0.085059,   0, 225,   0,0
0.082963,   0,   0, 195,4
0.103948, 255, 225,   0,2
0.087900, 255,   0,   0,6
0.117573, 255, 225, 195,7
0.098800,   0, 225, 195,3
0.082683,   0,   0, 195,4
0.087993, 255,   0,   0,6
0.103738, 255, 225,   0,2
0.098754,   0, 225, 195,3
0.085105,   0, 225,   0,0
0.082730,   0,   0, 195,4
0.117643, 255, 225, 195,7
0.101502, 255,   0, 195,1
0.087947, 255,   0,   0,6
0.085105,   0, 225,   0,0
0.103808, 255, 225,   0,2
0.101595, 255,   0, 195,1
0.085059,   0, 225,   0,0
0.098824,   0, 225, 195,3
0.085059,   0, 225,   0,0
0.101525, 255,   0, 195,1
0.082753,   0,   0, 195,4
0.101758, 255,   0, 195,1
0.098870,   0, 225, 195,3
0.069314,   0,   0,   0,5
0.103831, 255, 225,   0,2
0.069267,   0,   0,   0,5
0.088040, 255,   0,   0,6
0.117643, 255, 225, 195,7
0.087900, 255,   0,   0,6
0.085105,   0, 225,   0,0
0.082776,   0,   0, 195,4
0.088040, 255,   0,   0,6
0.117596, 255, 225, 195,7
0.098684,   0, 225, 195,3
0.085059,   0, 225,   0,0
0.069314,   0,   0,   0,5
0.087993, 255,   0,   0,6
0.098940,   0, 225, 195,3
0.082986,   0,   0, 195,4
0.069314,   0,   0,   0,5
0.088087, 255,   0,   0,6
0.082823,   0,   0, 195,4
0.069314,   0,   0,   0,5
0.099033,   0, 225, 195,3
0.085175,   0, 225,   0,0
0.101595, 255,   0, 195,1
0.103692, 255, 225,   0,2
0.087900, 255,   0,   0,6
0.101525, 255,   0, 195,1
0.082869,   0,   0, 195,4
0.085245,   0, 225,   0,0
0.069314,   0,   0,   0,5
0.099033,   0, 225, 195,3
0.103738, 255, 225,   0,2
0.101456, 255,   0, 195,1
0.082916,   0,   0, 195,4
0.103785, 255, 225,   0,2
0.082730,   0,   0, 195,4
0.069267,   0,   0,   0,5
0.085175,   0, 225,   0,0
0.101549, 255,   0, 195,1
0.103715, 255, 225,   0,2
0.098894,   0, 225, 195,3
0.101595, 255,   0, 195,1
0.098847,   0, 225, 195,3
0.101362, 255,   0, 195,1
0.087900, 255,   0,   0,6
0.085152,   0, 225,   0,0
0.101595, 255,   0, 195,1
0.098800,   0, 225, 195,3
0.087900, 255,   0,   0,6
0.117526, 255, 225, 195,7
0.087854, 255,   0,   0,6
0.085082,   0, 225,   0,0
0.117643, 255, 225, 195,7
0.101409, 255,   0, 195,1
0.085059,   0, 225,   0,0
0.069291,   0,   0,   0,5
0.085292,   0, 225,   0,0
0.087947, 255,   0,   0,6
0.069314,   0,   0,   0,5
0.103855, 255, 225,   0,2
0.101479, 255,   0, 195,1
0.117480, 255, 225, 195,7
0.087854, 255,   0,   0,6
0.117503, 255, 225, 195,7
0.103645, 255, 225,   0,2
0.085035,   0, 225,   0,0
0.101525, 255,   0, 195,1
0.117480, 255, 225, 195,7
0.101409, 255,   0, 195,1
0.087854, 255,   0,   0,6
0.101362, 255,   0, 195,1
0.082683,   0,   0, 195,4
0.101688, 255,   0, 195,1
0.103715, 255, 225,   0,2
0.098894,   0, 225, 195,3
0.082706,   0,   0, 195,4
0.101549, 255,   0, 195,1
0.069221,   0,   0,   0,5
0.101595, 255,   0, 195,1
0.087854, 255,   0,   0,6
0.101525, 255,   0, 195,1
0.069267,   0,   0,   0,5
0.098940,   0, 225, 195,3
0.082799,   0,   0, 195,4
0.103924, 255, 225,   0,2
0.101432, 255,   0, 195,1
0.085059,   0, 225,   0,0
0.098917,   0, 225, 195,3
0.117526, 255, 225, 195,7
0.101269, 255,   0, 195,1
0.117387, 255, 225, 195,7
0.101362, 255,   0, 195,1
0.103598, 255, 225,   0,2
0.098847,   0, 225, 195,3
0.117433, 255, 225, 195,7
0.103459, 255, 225,   0,2
0.085152,   0, 225,   0,0
0.082939,   0,   0, 195,4
0.085059,   0, 225,   0,0
0.087947, 255,   0,   0,6
0.117526, 255, 225, 195,7
0.069291,   0,   0,   0,5
0.098894,   0, 225, 195,3
0.069314,   0,   0,   0,5
0.099080,   0, 225, 195,3
0.085129,   0, 225,   0,0
0.098917,   0, 225, 195,3
0.101479, 255,   0, 195,1
0.103738, 255, 225,   0,2
0.117410, 255, 225, 195,7
0.069267,   0,   0,   0,5
0.088040, 255,   0,   0,6
0.098847,   0, 225, 195,3
0.069314,   0,   0,   0,5
0.088040, 255,   0,   0,6
0.101502, 255,   0, 195,1
0.069361,   0,   0,   0,5
0.101642, 255,   0, 195,1
0.069267,   0,   0,   0,5
0.085338,   0, 225,   0,0
0.082986,   0,   0, 195,4
0.098940,   0, 225, 195,3
0.101619, 255,   0, 195,1
0.117480, 255, 225, 195,7
0.087854, 255,   0,   0,6
0.098754,   0, 225, 195,3
0.082730,   0,   0, 195,4
0.085152,   0, 225,   0,0
0.098917,   0, 225, 195,3
0.085175,   0, 225,   0,0
0.069221,   0,   0,   0,5
0.088087, 255,   0,   0,6
0.082776,   0,   0, 195,4
0.098987,   0, 225, 195,3
0.082823,   0,   0, 195,4
0.069267,   0,   0,   0,5
0.082776,   0,   0, 195,4
0.117829, 255, 225, 195,7
0.101409, 255,   0, 195,1
0.069267,   0,   0,   0,5
0.117666, 255, 225, 195,7
0.082823,   0,   0, 195,4
0.069267,   0,   0,   0,5
0.099126,   0, 225, 195,3
0.087947, 255,   0,   0,6
0.117620, 255, 225, 195,7
0.069267,   0,   0,   0,5
0.098894,   0, 225, 195,3
0.082753,   0,   0, 195,4
0.117596, 255, 225, 195,7
0.085012,   0, 225,   0,0
0.069291,   0,   0,   0,5
0.103878, 255, 225,   0,2
0.087900, 255,   0,   0,6
0.082776,   0,   0, 195,4
0.117643, 255, 225, 195,7
0.082823,   0,   0, 195,4
0.085059,   0, 225,   0,0
0.082683,   0,   0, 195,4
0.098987,   0, 225, 195,3
0.082869,   0,   0, 195,4
0.103715, 255, 225,   0,2
0.101456, 255,   0, 195,1
0.069267,   0,   0,   0,5
0.117852, 255, 225, 195,7
0.082730,   0,   0, 195,4
0.085059,   0, 225,   0,0
0.087993, 255,   0,   0,6
0.069291,   0,   0,   0,5
0.085152,   0, 225,   0,0
0.098870,   0, 225, 195,3
0.069267,   0,   0,   0,5
0.082730,   0,   0, 195,4
0.069267,   0,   0,   0,5
0.088087, 255,   0,   0,6
0.069291,   0,   0,   0,5
0.099033,   0, 225, 195,3
0.117643, 255, 225, 195,7
0.087830, 255,   0,   0,6
0.083056,   0,   0, 195,4
0.087947, 255,   0,   0,6
0.069314,   0,   0,   0,5
0.101758, 255,   0, 195,1
0.103761, 255, 225,   0,2
0.117573, 255, 225, 195,7
0.101502, 255,   0, 195,1
0.103668, 255, 225,   0,2
0.101409, 255,   0, 195,1
0.103645, 255, 225,   0,2
0.085105,   0, 225,   0,0
0.098894,   0, 225, 195,3
0.085152,   0, 225,   0,0
0.117596, 255, 225, 195,7
0.103528, 255, 225,   0,2
0.069221,   0,   0,   0,5
0.085268,   0, 225,   0,0
0.069267,   0,   0,   0,5
0.099033,   0, 225, 195,3
0.117620, 255, 225, 195,7
0.069314,   0,   0,   0,5
0.103924, 255, 225,   0,2
0.087900, 255,   0,   0,6
0.101502, 255,   0, 195,1
0.085012,   0, 225,   0,0
0.098940,   0, 225, 195,3
0.103622, 255, 225,   0,2
0.069244,   0,   0,   0,5
0.082730,   0,   0, 195,4
0.085152,   0, 225,   0,0
0.087993, 255,   0,   0,6
0.085152,   0, 225,   0,0
0.117713, 255, 225, 195,7
0.103598, 255, 225,   0,2
0.098777,   0, 225, 195,3
0.085105,   0, 225,   0,0
0.098731,   0, 225, 195,3
0.082730,   0,   0, 195,4
0.103692, 255, 225,   0,2
0.085059,   0, 225,   0,0
0.082730,   0,   0, 195,4
0.087947, 255,   0,   0,6
0.101595, 255,   0, 195,1
0.103645, 255, 225,   0,2
0.085012,   0, 225,   0,0
0.103785, 255, 225,   0,2
0.101479, 255,   0, 195,1
0.082730,   0,   0, 195,4
0.101595, 255,   0, 195,1
0.117363, 255, 225, 195,7
0.101339, 255,   0, 195,1
0.082683,   0,   0, 195,4
0.101665, 255,   0, 195,1
0.103575, 255, 225,   0,2
0.069314,   0,   0,   0,5
0.099010,   0, 225, 195,3
0.082776,   0,   0, 195,4
0.098987,   0, 225, 195,3
0.103668, 255, 225,   0,2
0.098754,   0, 225, 195,3
0.082706,   0,   0, 195,4
0.087947, 255,   0,   0,6
0.098894,   0, 225, 195,3
0.103715, 255, 225,   0,2
0.085059,   0, 225,   0,0
0.117480, 255, 225, 195,7
0.085012,   0, 225,   0,0
0.069267,   0,   0,   0,5
0.117876, 255, 225, 195,7
0.098707,   0, 225, 195,3
